state,postcode,individuals_2003-04,median_taxable_income_2003-04,average_taxable_income_2003-04,individuals_2013-14,median_taxable_income_2013-14,average_taxable_income_2013-14,individuals_2014-15,median_taxable_income_2014-15,average_taxable_income_2014-15,individuals_2015-16,median_taxable_income_2015-16,average_taxable_income_2015-16,individuals_2016-17,median_taxable_income_2016-17,average_taxable_income_2016-17,individuals_2017-18,median_taxable_income_2017-18,average_taxable_income_2017-18,individuals_2018-19,median_taxable_income_2018-19,average_taxable_income_2018-19,individuals_2019-20,median_taxable_income_2019-20,average_taxable_income_2019-20
VIC,3061,2428,23143,26786,2111,34343,43241,2121,33440,40117,2135,34216,40946,2180,35050,43354,2293,35673,43571,2282,37046,45186,2279,38541,47755
VIC,3063,356,34932,40705,389,44088,56470,394,46640,58183,368,48826,61279,379,45811,56452,373,47238,57224,356,49565,61621,357,53194,67533
VIC,3064,17701,30511,31912,31295,40936,45187,33307,41277,45665,36342,41824,46734,39671,42410,47799,44238,43638,48948,49366,45035,50087,54217,45309,50969
VIC,3065,6325,29051,39783,6473,46495,68323,6593,47406,67770,6762,49219,72678,7025,50358,77138,7070,54203,80098,7215,56329,81627,7115,59971,86056
VIC,3066,3369,30111,37192,4189,46481,60821,4643,46295,59956,5472,49598,62699,5670,52541,65707,6031,56854,69980,6474,59207,73585,6498,61883,75765
VIC,3067,2807,32806,40909,4742,47478,60393,5325,49962,62268,5737,52562,65474,6291,53889,68021,6411,56552,71646,6554,60165,73960,6654,62456,77663
VIC,3068,10842,34806,44162,11756,51245,73350,11939,51748,74669,12240,52943,76105,12626,55398,79037,12829,58982,85523,13222,61465,88947,12952,63406,95294
VIC,3070,13121,32124,37487,14487,48540,63547,15038,49497,66375,15411,50957,67606,16012,52725,70339,16541,55284,74352,16841,58636,78239,16627,60816,82409
VIC,3071,9834,28682,32613,10452,44705,55949,10771,45779,56633,11084,47376,59073,11545,48787,61134,12007,51306,64458,12232,54283,67390,12161,56254,70066
VIC,3072,15552,27750,30941,17521,41176,49543,17981,42447,51160,18596,44053,53207,19702,45100,54641,20432,46932,57362,21032,49419,59508,21328,51239,62470
VIC,3073,22731,27023,29772,24190,39221,45433,24679,40148,46521,25531,41086,47651,26751,42039,48798,28047,43563,50789,28997,44954,52396,28957,46512,54760
VIC,3074,10947,26140,28247,9286,36708,40966,9460,37000,41457,9547,37445,42300,9920,37882,43162,10296,39283,44958,10649,40776,46434,10664,41924,48053
VIC,3075,9743,26161,28235,9428,37001,40947,9805,37455,42247,10257,38273,42988,10709,38765,43992,11211,39848,46793,11614,41294,46739,11662,42277,48439
VIC,3076,10642,28497,30658,15741,40204,44523,16421,40506,45197,17209,41521,46252,17756,41932,47173,18112,43598,49231,18413,45059,50654,18605,45947,51397
VIC,3078,6341,33300,40058,6773,49347,69705,6936,49254,70651,7136,52235,73663,7362,53014,74662,7582,55695,79210,7904,56601,85825,7974,59748,86885
VIC,3079,9895,34588,46979,10030,50879,79123,10124,52972,89478,10342,52745,83361,10814,54740,85255,11272,56930,89530,11538,58845,92354,11439,59973,91221
VIC,3081,5913,26645,29855,6370,38466,45727,6455,39644,46943,6717,40976,48647,7072,42246,49943,7517,43522,51783,7840,44690,53222,7995,47904,56166
VIC,3082,18381,29403,32072,17164,40970,46518,17091,41755,47896,17371,42782,48798,17624,43760,50031,17721,45000,51548,17941,46493,53037,17665,47467,54356
VIC,3083,15158,28604,31649,16153,38382,46188,16567,38285,46647,16903,39301,48209,17581,39363,48789,18297,40266,50205,18718,41952,51539,18806,43194,53292
VIC,3084,15331,31828,39682,15393,45721,63114,15570,46069,64649,15740,47539,66014,16026,49198,66874,16607,52000,71867,16762,54468,75363,16802,55684,77318
VIC,3085,7456,31742,35122,7910,45597,56669,7892,46780,57883,8150,47041,59624,8220,48319,60784,8360,50814,63609,8433,52652,66115,8448,54252,67494
VIC,3087,5341,29904,32914,4972,44630,51543,5095,45935,53322,5159,47132,54850,5235,47847,55984,5300,49944,58147,5430,51513,60334,5401,53865,62889
VIC,3088,17610,30406,35082,16395,44021,53317,16426,45685,55031,16570,47188,57098,16796,48278,57947,16976,50383,60374,17053,52044,62946,16961,54240,65274
VIC,3089,6751,31096,37714,7292,45356,56994,7439,46857,58366,7533,48095,60023,7718,48944,61538,7851,51801,67849,7982,53999,68178,8074,55344,69279
VIC,3090,1085,31699,43823,1476,49118,75382,1512,49269,75247,1556,51531,75683,1624,52010,97556,1688,52862,92035,1693,54537,85478,1694,56273,81967
VIC,3091,1026,29605,39956,1087,42437,76640,1062,43986,89362,1074,46651,71111,1114,46181,72655,1119,49848,80861,1120,52115,81477,1121,53648,81671
VIC,3093,2561,33296,46167,2431,46852,73699,2450,48405,73712,2417,50339,73101,2458,52258,84923,2496,54828,85436,2542,55514,91564,2565,57746,84834
VIC,3094,5686,31016,34614,5381,44899,54031,5432,46790,55882,5448,47462,57098,5549,48873,59167,5596,51478,62379,5634,53764,64929,5592,55126,66832
VIC,3095,19364,32225,40927,18168,45742,61909,18067,46694,63081,18255,48065,65142,18236,49665,67625,18544,51578,70646,18585,53366,72749,18413,55156,73597
VIC,3096,1235,32033,36431,1145,41246,54777,1169,43116,53940,1166,44058,54324,1224,45107,57769,1221,46291,60177,1241,50321,62443,1215,50232,64731
VIC,3097,965,28336,44796,935,41381,67869,931,43231,76757,941,43248,86849,999,42537,87318,978,46828,75598,976,49001,82939,992,49477,78554
VIC,3099,3391,29167,35362,2965,41071,54249,3000,41123,53006,3043,42949,55130,3122,43926,56650,3098,46454,61949,3114,48838,61990,3129,49710,62797
VIC,3101,15894,36881,59550,16065,51503,98551,16251,52080,99748,16341,53065,103143,16741,53711,103980,16975,56309,104399,17112,59111,108372,16728,59386,107070
VIC,3102,4204,35148,47557,4116,49231,75491,4142,49874,75983,4154,51214,79601,4305,51625,80143,4360,53845,83231,4452,55051,85462,4431,54872,89114
VIC,3103,10201,33965,51946,10112,44265,82832,10192,45003,80814,10199,45771,83541,10412,44882,79923,10521,46745,86118,10741,47806,86785,10661,46889,86917
VIC,3104,13375,31969,45024,12969,43566,68773,12966,45007,72038,12994,45278,71648,13158,46046,77813,13541,46153,80434,13555,48853,79169,13602,48646,80000
VIC,3105,6929,28606,36064,6444,40749,56429,6480,41793,59308,6564,43602,62555,6651,42804,59425,6762,44235,62073,6909,45957,63203,6917,47320,65418
VIC,3106,11591,30791,45496,10896,41860,68564,10737,42626,68688,10761,42912,69710,10712,43849,73026,10856,44504,76030,10941,45855,77942,10894,46360,76504
VIC,3107,8714,28964,35890,7922,39721,54901,7892,40310,56498,7941,41329,57671,8022,42072,59282,8145,43220,60191,8232,46162,61993,8333,46634,62850
VIC,3108,12535,28246,36245,12350,36727,51015,12392,37716,53626,12765,37131,55851,13340,38046,55418,13995,38867,57117,14822,39448,56237,15378,39941,57068
VIC,3109,16936,28029,35635,16488,37989,51571,16650,37917,51698,16933,38994,53561,17257,38948,53764,17771,39652,55365,18341,40825,55884,18643,42017,57515
VIC,3111,7770,30543,42693,7453,42141,64440,7518,42915,63555,7571,43835,70800,7750,44247,79017,7878,44781,71110,7881,47493,75045,7948,47467,70492
VIC,3113,5674,32159,48420,5407,45985,67561,5419,46880,68738,5431,48034,72406,5525,48617,73492,5567,51342,76120,5507,52478,82401,5538,54031,81492
VIC,3114,2499,31929,47940,2471,46727,85451,2509,47158,87483,2496,50981,85021,2506,50949,81421,2554,54804,90594,2542,53332,87486,2531,53722,89816
VIC,3115,2565,32424,47172,2637,46058,76217,2680,45310,74366,2708,46206,73373,2734,47669,76912,2754,49385,81320,2735,51914,92259,2720,54574,87572
VIC,3116,5820,29517,34088,5813,40476,50271,5907,41845,52608,6127,43131,53791,6460,45081,55325,6780,47046,58466,7092,48859,59653,7163,49902,60666
VIC,3121,16619,34926,44235,19962,53886,73256,20683,55203,73815,21020,57594,87388,21675,59333,80807,22349,61679,81749,22749,65449,83564,22422,67134,86207
VIC,3122,14537,34991,56398,15375,52444,94763,15668,52567,94210,15927,53893,98524,16353,54827,98046,16695,57233,106271,16761,59800,108868,16452,61024,107629
VIC,3123,7960,36531,55674,8687,52344,91544,8862,53758,90680,9294,55183,93286,9591,56558,93060,9861,58561,97108,10148,60837,96895,10075,61518,100116
VIC,3124,14311,35370,53734,14702,49403,88645,14711,50211,89185,14849,51734,102281,14952,51411,91477,15209,54829,93892,15429,55722,96765,15283,56187,97746
VIC,3125,7666,28214,35968,7385,37638,53207,7538,37535,53144,7711,37062,53620,8074,36249,54071,8560,35355,54193,8959,36099,54675,9155,38041,56458
VIC,3126,5699,39936,71060,5546,54392,122004,5474,55105,115520,5445,55976,128112,5476,57702,123239,5591,58608,127985,5528,60649,120322,5558,59641,119156
VIC,3127,11904,35316,50233,12090,49384,80743,12063,50370,82247,12202,51187,82887,12522,52875,88106,12766,54595,91532,12857,55912,92352,12732,56487,93533
VIC,3128,9823,28578,34892,10981,36062,50882,10780,37254,51545,10894,38123,53099,12306,34974,49667,12570,36309,51798,13043,36809,52286,13643,37135,53787
VIC,3129,9137,29886,36237,9512,41362,56611,9597,41789,57237,9811,41859,58236,10081,42178,59509,10468,43505,60832,10797,44972,62675,10969,45141,63628
VIC,3130,18783,30018,37124,18682,42518,57326,18824,43270,58586,18952,44168,60124,19458,44270,60610,19986,46008,63544,20498,47505,65341,20692,48603,66433
VIC,3131,12537,28857,33212,12367,40970,50410,12549,41030,51891,12861,41850,52780,13182,42785,54241,13546,44938,56153,13839,45932,57635,14031,46850,59234
VIC,3132,9248,30808,35142,9619,44005,54543,9841,44724,54941,10034,46340,57334,10172,47171,58609,10448,48398,61677,10787,49345,61415,10874,51144,64514
VIC,3133,14647,30006,37170,13406,40084,53719,13390,40604,53480,13527,40552,54104,13680,41383,56316,13923,41778,56853,14111,43565,58233,14188,44873,60250
VIC,3134,19732,29747,35543,19227,42630,54501,19438,43584,56413,19951,44584,57681,20336,45307,58445,20874,46781,61240,21251,49225,63199,21445,50311,65115
VIC,3135,11164,29420,33989,11209,43197,51813,11276,43678,53050,11521,44573,54268,11808,45961,55685,11993,47382,58372,12265,49758,60713,12375,50827,62090
VIC,3136,24085,29380,33557,24931,42179,50721,25468,43167,51567,26235,44020,53037,26643,45171,54273,27129,46937,56642,27656,48781,58409,28060,49827,60237
VIC,3137,7853,29142,32384,7731,41100,48406,7823,42312,48812,8059,43930,50485,8207,44811,52085,8361,46552,54328,8457,48447,55941,8552,49974,57126
VIC,3138,12188,28536,31795,12355,42106,48455,12625,42985,49123,12871,44385,51209,13207,45287,52391,13469,46906,54868,13658,49160,56795,13689,49950,58151
VIC,3139,8442,26475,30394,8103,39076,46675,8297,39879,49376,8524,41130,49206,8658,42840,50639,8751,44982,53575,8856,47088,55464,8890,47170,56056
VIC,3140,9179,28115,32736,9690,41507,50483,10011,42726,51398,10073,43599,52756,10251,44232,53593,10403,46233,56072,10422,48028,57970,10552,49450,59331
VIC,3141,12788,36559,55568,16455,53088,98607,16967,54170,98625,17587,55585,99538,18360,58110,98178,18844,60798,106257,19027,63833,104310,18714,65707,104577
VIC,3142,10390,44089,95416,10254,62499,167407,10198,63627,173808,10063,65175,190777,10044,66473,193904,10219,69333,196816,10054,71574,201926,9970,70009,184939
VIC,3143,6150,38010,61247,6191,55554,100983,6263,56358,107661,6171,59283,112499,6495,59883,113641,6901,61800,106776,6947,65653,114390,6880,67471,114668
VIC,3144,7889,39653,67876,7781,57181,120285,7818,59363,115791,7782,61618,120222,7866,62418,119334,8066,65556,128720,7988,69258,134231,7917,67998,133221
VIC,3145,12155,35707,54114,13395,49583,85003,13586,51011,84926,13837,51128,85693,14331,52327,88410,14631,54236,94029,15082,54575,96424,15082,56871,96907
VIC,3146,15196,36054,53096,15854,53193,86556,15827,53401,85749,16029,55321,92505,16697,57184,91829,17050,58447,96433,17263,61166,98826,17300,62708,100262
VIC,3147,7727,31474,39740,8339,46230,70034,8333,47233,69052,8554,48247,72194,8665,49752,73831,9068,51476,76766,9264,51887,79236,9340,53506,80700
VIC,3148,5276,28709,33505,5139,40602,54810,5108,41639,51671,5173,43235,53940,5569,43926,54777,5774,44533,56623,5983,46067,56976,6165,47617,59500
VIC,3149,20577,29375,37296,20343,40174,55977,20280,41627,56715,20712,41963,58247,21316,42607,59005,21875,43423,60593,22406,44299,63100,22558,45466,63922
VIC,3150,38719,29533,38068,36254,38762,54446,36133,38942,55324,36387,39314,55765,36978,38953,55781,38047,39868,58411,38917,40318,59075,39168,41128,60316
VIC,3151,6280,28262,33643,5917,36595,46733,5915,36914,48382,5912,37523,49137,6092,37748,49731,6267,37848,50847,6263,38913,52133,6440,39643,53507
VIC,3152,21005,29124,34614,19893,40884,50968,20024,41540,51985,20390,41386,51985,20833,42379,53105,21450,43723,55218,21812,45169,55884,21986,45828,57568
VIC,3153,11075,28828,31227,11480,41925,47094,11504,42919,48026,11743,44156,49420,11962,44596,49851,12341,46356,52231,12751,48026,53509,12773,49000,54977
VIC,3154,2850,30036,33171,2650,42046,49025,2639,43791,50912,2617,45761,54102,2667,45475,54280,2698,46860,55956,2681,49562,58390,2698,50196,60187
VIC,3155,12749,29325,31852,12570,41558,46960,12588,42362,47550,12850,43659,49083,13133,44125,49727,13550,45925,51706,13729,48192,54007,13893,49310,55476
VIC,3156,21540,30203,33845,22042,43052,51705,22349,43691,52505,22637,44834,54183,23212,45214,54895,23589,47188,57861,23843,49219,59127,23679,50152,60868
VIC,3158,4529,28626,32782,4228,42384,49672,4203,43042,51435,4220,44059,53263,4301,46584,54713,4364,47628,56975,4345,50190,59901,4328,50502,61477
VIC,3159,1621,31004,35384,1498,41213,50901,1552,42832,53361,1534,43900,54664,1567,46710,56994,1609,47860,59957,1650,48672,62716,1627,49286,61285
VIC,3160,5767,29486,35055,5332,41266,54565,5321,43095,52712,5501,44277,54381,5596,45861,56464,5681,47838,59785,5734,50009,60462,5675,50725,62243
VIC,3161,8887,34852,48006,9872,51834,85289,10040,53577,89009,10158,54604,90388,10511,54923,93700,10955,57034,97908,11074,58361,101585,11106,59346,103733
VIC,3162,11714,32820,47190,11399,47601,72740,11561,48657,74979,11697,49870,78490,11899,51678,78253,12016,53703,83585,11902,55135,83319,11934,54859,84407
VIC,3163,17455,30139,36360,19007,45607,57912,19096,46682,59180,19596,47595,60426,20313,47839,61509,21065,49594,63887,21820,50654,65932,21963,53357,69556
VIC,3165,14144,29886,34781,15340,44731,56532,15555,45399,58093,15942,46545,60076,16337,47626,61778,16873,49993,64946,17353,51331,67216,17744,53920,69629
VIC,3166,11755,29530,33569,13108,43805,53097,13250,45283,54508,13672,45716,56406,14055,46076,57373,14527,47253,59685,14887,48472,61174,15205,49256,62979
VIC,3167,5841,29398,33454,5287,41515,49621,5309,41650,50754,5447,43109,52966,5600,43984,53360,5714,46016,55550,5960,46294,56511,6000,47484,59421
VIC,3168,8508,24313,28546,9305,35151,41922,9371,34314,42076,9478,34506,43067,9835,33849,42730,10331,32748,42545,10991,31858,42093,11844,31620,42325
VIC,3169,9372,27005,29084,10314,37936,42707,10460,37856,43071,10698,38439,44472,10977,39239,45192,11415,39806,46827,11950,40951,47980,12123,42304,49403
VIC,3170,11028,28439,32454,11055,41108,50654,11079,41867,51195,11097,43548,53704,11191,43698,54610,11339,44900,55511,11639,46094,56621,11803,47350,57960
VIC,3171,9124,24687,27047,10146,32509,36283,10491,31979,36421,10514,33874,38741,11090,34045,39094,11810,35570,40727,12424,36033,41265,12575,35698,42023
VIC,3172,12621,28539,33449,12305,38300,45772,12372,38916,46429,12708,39677,47148,12884,40484,48451,13251,41389,49562,13403,42787,51202,13521,42810,51584
VIC,3173,9559,28417,30424,12234,40408,46376,13194,41267,47573,14190,42422,48920,15072,42936,49966,15970,44200,52724,16860,44859,52416,17232,45885,54514
VIC,3174,17589,26422,28083,17892,37158,40238,18443,37496,40574,19176,37904,41091,19929,38330,41639,20905,38735,42600,21977,39850,43556,22709,40137,44335
VIC,3175,23188,26073,28608,24269,35562,40574,24842,36465,40953,26016,36544,41223,27008,36999,42269,27920,38640,44498,28684,39962,45352,28631,40468,47303
VIC,3177,4406,25640,26922,4424,36424,38530,4508,36632,38991,4828,36225,39142,5208,36550,38943,5412,37950,41023,5662,39822,41948,5801,40280,43074
VIC,3178,20551,32037,36185,20771,43639,52449,20903,43910,53134,21123,45111,54506,21429,45960,55733,21681,47809,57707,21866,49311,59138,21778,50497,60632
VIC,3179,3835,29781,33736,3478,41122,49072,3523,41612,49427,3522,41822,51196,3648,42849,50998,3710,44891,53946,3766,47202,55358,3819,46549,56075
VIC,3180,4408,30195,33389,4313,41692,47561,4335,41768,48928,4446,42153,50551,4494,42853,51351,4589,43773,52674,4743,46933,54540,4768,48254,56680
VIC,3181,11520,35530,45636,13185,50735,69528,13701,52670,71369,15558,49917,68544,14782,55404,75360,14875,59501,80360,14944,62499,85610,14560,64796,87883
VIC,3182,14062,34220,43958,16061,47343,66375,16468,47902,65309,17083,48636,67698,17563,50265,67541,17848,53762,74964,18455,55178,72878,17723,56287,76095
VIC,3183,10189,32346,39215,11826,46998,61835,11854,47956,65133,12111,49394,65510,12545,50363,67181,12871,52488,69941,12903,55245,73755,12591,56561,76258
VIC,3184,10013,36813,47253,10420,54896,75979,10656,55780,79893,10860,57991,87906,11044,58719,84155,11059,61675,88316,11236,64077,90249,11045,65504,94496
VIC,3185,8051,33396,44213,8204,50056,77018,8403,50762,78790,8547,51473,81321,8775,52870,81874,8976,55384,92291,9159,58217,88754,9099,59815,91144
VIC,3186,15889,39711,72672,15990,57339,121625,16118,58730,124009,16333,60013,125293,16526,60684,129289,16921,62954,137485,16758,64176,140006,16591,65702,139506
VIC,3187,9594,33735,47985,9745,48443,81391,9845,50169,84177,9867,52481,87111,10095,53225,89763,10286,54611,104195,10348,56453,97783,10456,56568,97931
VIC,3188,9577,33689,47944,10452,49493,87966,10730,51005,87558,10824,51398,89096,11143,52735,90203,11302,55620,98007,11704,57965,98506,11765,59440,99462
VIC,3189,4285,28568,32930,3699,42143,53358,3585,43008,54703,3753,44939,56791,3829,46016,58056,3969,47489,61262,4039,50019,62664,4066,51923,66236
VIC,3190,5503,29992,35014,5998,47000,60292,6121,46946,62470,6372,48785,63935,6673,50045,65596,7023,52284,68470,7277,54781,71785,7468,57649,74263
VIC,3191,5786,35045,52082,6037,53000,90148,6253,54534,88127,6494,55488,90115,6680,55491,108485,6856,57275,96665,6990,58808,100671,7106,61379,98811
VIC,3192,12712,29828,34572,12609,43114,55385,12827,44210,56035,13368,46129,58774,13799,47514,61649,14321,50358,63464,14845,52704,65356,14930,53517,67430
VIC,3193,13121,33472,50863,12813,47353,80738,12961,49065,83192,13041,49808,90936,13198,51880,88649,13483,53495,92024,13426,56574,97462,13442,56005,101181
VIC,3194,9522,31578,37724,8561,44620,58820,8621,45499,59634,8658,48090,61969,8769,48549,63414,8916,50670,65776,8959,53264,68902,8945,54982,70311
VIC,3195,17600,31046,36241,20819,46597,59214,21172,47544,60446,21628,48766,62878,22080,49890,64038,22563,52103,68495,23106,53779,69409,23206,55938,71793
VIC,3196,12694,29332,33052,14078,44767,52434,14333,46501,54116,14756,47558,55816,15066,48682,57786,15569,51167,61536,15821,53246,64257,15981,54588,65242
VIC,3197,7047,31586,38221,7014,44975,58104,7104,45566,59671,7221,46305,60342,7335,48279,61964,7416,50726,66233,7498,51869,67639,7553,53484,70992
VIC,3198,8997,28061,30597,8847,41514,46761,9007,43148,48420,9243,44126,49719,9531,45616,51635,9750,46902,53705,9888,48864,55336,9966,50071,56889
VIC,3199,31286,27275,31881,29237,39233,47706,29638,40376,48904,30241,41648,50134,30655,42916,51530,31566,44528,54281,32321,46174,55391,32236,47188,57165
VIC,3200,2625,24818,26693,2037,36738,39595,2030,38435,40392,2139,39692,41335,2208,40210,41659,2387,40637,42516,2523,42570,44948,2553,43302,46634
VIC,3201,9034,30032,31101,10925,41670,45286,11217,42678,46591,11422,44235,47989,11759,45579,49545,12340,47269,51483,12666,49368,53021,12788,50644,54790
VIC,3202,1273,33256,39430,1591,44863,56646,1602,46138,58630,1594,46953,59189,1619,48219,61971,1678,48593,64240,1701,52151,67398,1675,52241,68229
VIC,3204,16225,31347,38333,17747,45942,63919,18033,46759,64204,18324,47729,66436,18911,49210,67925,19883,50000,69609,20713,52453,73341,20910,54347,74320
VIC,3205,6114,37625,51923,7177,54690,81888,7350,55112,80476,7294,57310,89561,7428,58874,85837,8033,60116,88994,8179,62542,89971,8010,64622,91661
VIC,3206,7384,39863,61395,6939,61289,128224,6993,62121,119353,6995,65428,129499,6992,66675,130443,7137,69049,142702,7089,69969,142405,6979,71843,144238
VIC,3207,8925,40688,54636,10775,61485,90962,10895,63017,91174,10983,65103,94243,11244,66326,99330,11629,68530,102134,11822,68864,101036,11901,69380,102902
VIC,3211,783,31236,38125,767,42961,55399,792,43304,56645,789,43668,56949,778,46629,59954,783,46775,66347,777,49800,71988,788,48941,74822
