state,postcode,individuals_2003-04,median_taxable_income_2003-04,average_taxable_income_2003-04,individuals_2013-14,median_taxable_income_2013-14,average_taxable_income_2013-14,individuals_2014-15,median_taxable_income_2014-15,average_taxable_income_2014-15,individuals_2015-16,median_taxable_income_2015-16,average_taxable_income_2015-16,individuals_2016-17,median_taxable_income_2016-17,average_taxable_income_2016-17,individuals_2017-18,median_taxable_income_2017-18,average_taxable_income_2017-18,individuals_2018-19,median_taxable_income_2018-19,average_taxable_income_2018-19,individuals_2019-20,median_taxable_income_2019-20,average_taxable_income_2019-20
SA ,5560,299,24526,29028,248,39533,57771,248,43670,67207,243,47149,60708,243,43236,59908,240,46297,59274,229,45306,56642,217,46109,53610
SA ,5570,,,,,,,,,,,,,,,,,,,221,35425,44783,233,33208,41023
SA ,5571,954,24484,29622,901,35421,45688,887,36047,47153,911,35575,47166,892,36733,48107,900,37270,47921,914,36620,46872,919,38016,47383
SA ,5573,1259,25437,30861,1091,37577,47017,1079,38713,55385,1067,37280,48422,1090,39723,54225,1110,40698,53642,1104,42019,55118,1095,39874,52644
SA ,5575,1201,21868,26482,1188,33278,40356,1204,33050,41199,1212,31850,39150,1207,34754,42452,1194,34571,43872,1198,36199,44715,1221,35813,42704
SA ,5576,708,22668,26712,612,33594,43613,611,33129,42090,597,32450,40551,595,34602,43689,606,37238,47503,601,39377,47774,587,39227,47367
SA ,5577,397,19532,21656,334,28098,33059,327,31415,38454,310,30176,33727,333,28637,34881,319,31642,38122,326,32665,44141,328,32780,39664
SA ,5580,,,,,,,209,36247,43226,215,31880,34148,219,40952,45800,218,33732,41201,222,36390,48862,214,37895,39907
SA ,5581,297,19323,26501,271,29791,44717,285,32366,45983,282,34518,44900,279,35762,46764,268,35473,46454,274,31795,45724,290,36898,47353
SA ,5582,364,19152,23693,312,35552,43701,323,36927,49439,335,35244,43978,323,35702,42882,325,37840,44445,320,37610,51068,308,39601,48707
SA ,5583,412,18919,24698,391,32344,39413,356,31986,43782,365,28680,37181,372,29486,37756,367,30775,40301,370,30257,40414,366,33242,42915
SA ,5600,3721,32259,37284,3721,53473,63856,3664,52825,64269,3537,50894,62125,3504,50040,60315,3569,52374,61753,3633,56269,65090,3621,57229,67162
SA ,5602,680,23307,27414,717,39357,52032,732,36814,49486,709,37854,51861,696,36758,46539,694,36984,46004,687,41121,48765,716,38157,48064
SA ,5603,278,25267,28254,241,36911,41621,245,37415,46746,262,42775,48480,269,42197,49070,272,36555,40952,254,41811,42774,257,36942,35975
SA ,5605,1041,24680,29348,1034,35364,45124,1020,35892,44750,1026,37347,46632,1038,35940,44292,1033,36462,42717,1048,39239,48879,1061,39202,47891
SA ,5606,8747,27327,32586,8742,40251,50152,8525,40957,51152,8492,40637,50619,8609,41390,50977,8616,42710,51721,8617,44073,53247,8675,44701,54698
SA ,5607,1273,23823,28207,1690,35108,42949,1838,36710,44869,1928,38162,46367,2041,39682,48231,2172,40670,47994,2262,44833,53750,2398,45804,55151
SA ,5608,6167,26774,31423,6120,45563,55371,5869,45576,55798,5503,44257,54215,5380,42754,52242,5514,44423,53696,5698,46758,55529,5803,46663,56215
SA ,5609,401,31883,36952,744,63737,69390,790,62996,69355,897,56441,65783,993,52923,63556,1040,54937,64696,1072,59553,67253,1122,60814,68551
SA ,5631,760,27743,36700,789,43225,55774,798,40518,47912,799,43857,54483,788,44765,55839,756,42512,52697,755,48879,65457,778,48942,60177
SA ,5633,316,27928,37385,219,32155,37021,211,38442,41560,200,39895,47457,207,40021,39740,,,,,,,,,
SA ,5640,799,26450,30803,674,39933,45400,661,41928,46741,672,40603,47146,649,42127,49154,666,40407,45839,649,44547,51515,635,40630,45053
SA ,5641,780,27012,32022,643,40284,47003,642,40797,49608,640,37613,44283,651,37979,47350,644,39566,46079,635,42211,50053,610,38466,36154
SA ,5652,511,24921,31056,466,40643,48147,476,42018,46774,451,39354,46163,455,43084,49999,452,39557,46694,439,45167,51986,437,46692,54621
SA ,5670,302,21981,25536,270,32719,40416,273,39917,44527,276,36452,40960,276,39573,45804,279,40572,48084,285,39247,47584,290,38637,45505
SA ,5680,1172,21116,25764,1271,36363,45508,1289,38041,47494,1296,36752,45335,1320,36621,46312,1304,36218,45241,1314,39995,49204,1297,40179,48683
SA ,5690,2275,23334,26661,2214,39983,47441,2214,42137,49896,2174,41985,48962,2141,44239,51155,2151,44640,50489,2209,46124,52654,2191,47340,53798
SA ,5700,6500,27985,31309,5733,43368,51897,5569,44311,52587,5420,43816,52868,5427,43684,52060,5577,45724,53478,5593,47371,55317,5606,46511,54956
SA ,5710,999,27817,31820,1292,47189,56911,1265,47496,56810,1258,48967,58245,1263,49336,58040,1294,51411,58239,1294,52348,59355,1287,54194,62212
SA ,5722,256,24797,31891,209,44802,55498,,,,,,,,,,,,,,,,,,
SA ,5723,966,19466,23425,847,39046,44546,813,38635,44653,807,39477,44911,831,39117,44697,832,41655,45067,828,43388,47938,808,42275,48224
SA ,5725,2457,49035,50023,2616,81293,89042,2422,82540,91421,2297,79524,84229,2517,80697,84257,2550,87486,91820,2546,92559,96764,2493,96128,99949
SA ,5731,456,38256,44039,330,62295,68907,312,61891,70193,,,,,,,,,,,,,,,
TAS,7000,8332,30642,36831,8541,44271,57819,8644,44514,59423,8750,45145,58498,9087,44627,58473,9466,45524,61502,9956,45679,60157,10303,45306,61457
TAS,7001,,,,,,,,,,,,,521,21428,75266,600,15983,86138,501,16396,46052,401,21125,45734
TAS,7004,4329,30359,39939,4507,42859,61228,4537,43773,61861,4638,43332,63284,4702,44033,62337,4893,44360,63025,5067,46336,64245,5237,46445,65604
TAS,7005,8295,30749,44285,8129,41407,67153,8264,42068,67715,8396,41242,67681,8627,41044,67308,8905,40281,70678,9173,40738,70308,9321,40886,70096
TAS,7007,1839,32820,37631,1818,46460,60558,1815,47827,61165,1873,47189,62019,1976,45754,61211,2050,47698,64194,2165,46322,63442,2169,47634,67654
TAS,7008,7151,29932,32512,6934,44414,53617,7051,45301,54529,7282,46109,55216,7439,46269,55677,7816,46275,56811,8063,46967,57596,8274,47232,59750
TAS,7009,6830,25856,27963,6335,38246,43559,6369,40064,44430,6613,39980,44423,6936,40610,44762,7427,40929,45379,7940,41620,46342,8240,41784,46940
TAS,7010,7811,25952,28104,7433,38582,41842,7710,39624,42695,7949,40448,43854,8318,40114,43551,8778,40069,43836,9546,41525,44932,10032,40713,45088
TAS,7011,7091,27275,28998,7136,39679,43150,7224,40622,43777,7384,41720,45071,7574,42055,45409,7874,42830,46543,8236,44772,48389,8466,45640,49150
TAS,7012,470,27111,29741,450,44492,46478,467,43763,47309,483,44912,48037,481,45353,48263,495,46541,49558,497,50657,52080,497,51015,53162
TAS,7015,6044,29512,33224,6041,42691,49669,6050,43740,50779,6193,44093,51802,6337,44934,52567,6445,45678,54212,6669,47220,56093,6808,47218,56449
TAS,7016,1025,23841,24360,942,35707,38750,967,36672,39362,978,38445,41367,1033,39776,41980,1121,39649,41707,1212,42053,44473,1214,43081,45236
TAS,7017,2238,30363,32944,3088,43039,48116,3226,44571,49598,3340,46377,51192,3424,46557,51633,3571,49058,53926,3745,50554,55947,3856,51971,58736
TAS,7018,11601,28444,32420,11834,42362,50164,11975,43145,51441,12161,43764,52650,12501,44721,52840,13024,45913,55252,13425,47103,56262,13880,48151,57291
TAS,7019,2120,21562,23271,2340,38155,41088,2445,39104,41946,2678,39729,42282,2877,40534,43294,3083,41720,44597,3452,43458,46714,3749,45062,47934
TAS,7020,1429,31175,34598,1562,44368,53453,1590,44987,54086,1591,45206,56161,1641,48309,56528,1697,48945,57931,1708,50315,58713,1746,51746,61334
TAS,7021,1617,29602,34064,1461,42665,51381,1525,43886,51892,1498,44431,53297,1530,44807,53003,1545,47073,56060,1583,49693,58300,1611,51381,59487
TAS,7022,479,25152,28482,494,40532,43576,501,41855,46654,529,42084,46595,540,42212,47674,555,46382,51324,558,45496,50768,584,49688,52024
TAS,7023,,,,,,,,,,202,39074,49213,211,38737,48830,224,41039,53850,238,44449,55517,242,42024,52981
TAS,7024,290,30338,33029,344,44976,49804,345,44481,53785,341,46184,54018,332,47886,56488,354,51255,60755,352,52907,66636,359,52215,67140
TAS,7025,1128,26625,29946,1110,40741,49419,1122,41467,51254,1139,41639,52333,1158,42203,53121,1163,43506,57564,1191,46682,55544,1158,47120,56304
TAS,7026,464,25376,26174,512,35036,39432,513,37113,41892,519,37624,41729,526,38131,42517,559,40578,46030,599,44988,48796,623,44323,49109
TAS,7030,6879,24291,26930,7518,37945,42458,7672,39047,43683,7986,39887,44060,8486,41211,45152,8947,42373,46945,9402,44840,48962,9721,45436,49924
TAS,7050,5846,28368,31687,6615,41262,48440,6679,42041,49453,6823,43179,50438,7055,42733,50837,7380,43422,52896,7756,44290,52590,8209,44978,53961
TAS,7051,,,,,,,,,,,,,214,40620,48998,215,43333,52688,215,46023,52941,,,
TAS,7052,4155,29157,34618,4058,42592,52689,4189,43817,53801,4237,44263,54802,4383,45164,54371,4495,46503,56794,4658,48044,57873,4688,48721,58850
TAS,7053,2222,31958,34383,2103,45374,59943,2118,45865,61505,2136,47360,61665,2183,46745,62289,2226,48353,63673,2295,49354,64370,2311,49536,66225
TAS,7054,3900,28317,32116,4909,42839,50036,4994,43536,51549,5135,44620,52018,5311,45538,53381,5440,47129,55485,5544,48441,56967,5696,49407,58778
TAS,7055,277,29007,31153,227,41921,45667,231,44462,47864,235,45942,47997,243,44539,50112,246,47607,51485,272,49796,52422,303,52254,55486
TAS,7109,4025,22808,24935,4527,36074,43848,4624,36867,45512,4784,37239,44768,4984,38073,46083,5151,40056,46893,5370,41747,49452,5607,42792,50359
TAS,7112,1414,19009,23898,1455,32779,39796,1484,31521,41191,1535,33414,42585,1580,34224,43530,1641,33351,43606,1704,35488,89670,1784,36410,62169
TAS,7113,490,19598,25117,532,34777,40732,565,37392,43139,566,35630,43091,574,37019,46533,596,38024,46227,632,37366,46945,634,36830,46412
TAS,7116,986,22801,25002,1032,33933,39135,1067,34311,41618,1093,34231,40887,1140,35397,41736,1213,35433,44517,1271,37635,45651,1289,38459,46583
TAS,7117,533,22518,27175,471,36738,44481,467,36616,47270,467,37308,45331,487,35292,44166,487,36395,44888,499,36445,45685,518,37774,47394
TAS,7120,949,21653,26392,816,32181,36250,826,32395,36677,817,33338,36614,843,35068,39503,921,35892,45238,931,38310,47371,968,38134,44071
TAS,7140,5349,25039,28005,5092,37023,41941,5230,37283,42469,5300,38102,42694,5504,38874,43140,5768,40746,45187,5941,43114,47512,6165,43531,48037
TAS,7150,1396,24444,29820,1560,36796,45352,1564,36227,46345,1630,38379,47979,1657,39095,48082,1692,40187,49629,1788,42688,50425,1845,43220,51729
TAS,7155,457,24957,29129,464,35423,43774,462,36366,47550,494,36208,46500,499,38937,50754,530,38930,51552,529,39559,56291,558,39393,61265
TAS,7162,385,21923,28046,401,32091,44051,371,33529,47239,377,37324,51672,394,34024,49996,403,35886,58994,421,39357,56483,438,38538,56003
TAS,7163,,,,,,,,,,,,,200,37861,44959,212,38609,47354,217,41634,51442,226,37198,48602
TAS,7170,2665,31287,36626,3052,44273,55790,3130,45441,57265,3185,47092,58476,3376,48506,60074,3470,51549,64826,3573,54641,66174,3655,54685,67579
TAS,7171,1511,28626,30028,1695,40837,44904,1691,42135,46592,1741,42830,48353,1844,44772,48469,1934,46422,50663,2026,48401,51834,2066,49648,54011
TAS,7172,1639,25847,27604,1781,38266,42579,1843,39464,44905,1953,40233,45529,2016,41363,45230,2128,43644,47973,2288,43502,47652,2422,44517,49245
TAS,7173,2787,25691,28017,3360,37471,42539,3422,38979,43733,3496,40208,45026,3648,40754,45966,3822,42394,48584,4062,45011,49767,4176,45918,51523
TAS,7177,269,21143,25389,235,31947,39340,242,34890,38936,233,34370,38273,250,35989,40727,252,38432,43104,240,40779,47736,254,38741,46444
TAS,7179,217,20518,26579,229,27362,39180,229,30709,40782,231,31468,39613,220,34093,42742,217,37270,43756,204,34988,43476,230,33495,41379
TAS,7184,394,20915,23458,355,28418,33614,359,29610,34910,348,30732,35749,355,33740,39508,380,32611,38422,394,32322,38424,412,33941,41541
TAS,7190,1737,22269,26058,1560,31403,38998,1570,32126,38719,1589,31700,39494,1629,32848,41073,1737,34565,42093,1742,36704,44023,1811,37264,46128
TAS,7209,231,21442,25875,223,33194,45963,218,35423,50201,226,32755,44483,217,33151,51697,231,34339,56242,224,40244,72061,233,38926,61396
TAS,7210,543,22490,28340,479,34524,40845,510,34939,41393,505,33761,42793,505,35667,41538,519,37976,45541,548,40096,51052,534,39701,50406
TAS,7212,1098,26817,31314,1040,38206,45133,1049,39216,47144,1028,39671,48397,1066,39156,48423,1102,40357,51410,1055,43986,55589,1074,45514,58334
TAS,7214,301,17688,25071,225,32312,43773,222,31432,41455,235,33640,42511,241,33803,44452,243,33452,44793,251,31869,40788,273,31296,39914
TAS,7215,1765,18981,24062,1739,30216,40462,1811,31605,41369,1797,32437,41498,1857,32511,39502,2014,33945,42975,2081,34021,43946,2152,34231,44394
TAS,7216,1698,19037,24457,1525,29056,36542,1540,29051,37606,1599,28311,36663,1580,28006,36963,1659,29387,38194,1687,30995,39202,1735,32397,40608
TAS,7248,6167,23049,25641,6396,35236,39073,6518,35476,39619,6716,35493,39729,7041,35262,39788,7405,36144,41899,7810,36829,41450,8246,37917,41910
TAS,7249,4985,26762,27411,5817,39822,44799,5999,40461,46012,6259,41604,47305,6378,41832,47448,6643,42965,49524,6945,44767,51369,7275,46262,53088
TAS,7250,29644,27727,32770,27894,40481,50871,27891,41621,52441,27736,42475,53245,28131,43303,53904,28803,44450,55414,29324,46193,56922,30240,46787,58072
TAS,7252,1438,28039,33010,1519,40791,52367,1556,41527,51694,1607,41680,51277,1628,41742,50912,1653,44864,54761,1667,46380,54719,1766,45532,56580
TAS,7253,2431,24117,28950,1879,36991,44984,1912,37777,45086,2001,38285,45433,2016,38100,45013,2115,38011,46173,2155,40758,48258,2221,40268,48830
TAS,7254,361,23539,24865,288,36252,42606,295,36100,40146,301,36376,41350,296,39391,41678,293,39793,43599,317,40617,43718,323,40925,46915
TAS,7255,546,22392,27339,500,33502,40515,498,33754,44141,514,35602,44352,509,37150,45326,522,38013,45907,510,37134,45418,515,40940,49142
TAS,7256,1236,26588,27479,970,37073,43914,988,39007,47312,996,43327,55267,1015,42607,50679,1019,44607,52904,1024,43409,53062,1012,45903,52185
TAS,7258,567,32488,41561,538,42428,63940,546,46037,66700,581,47999,69321,571,48923,68621,592,48656,66574,593,50824,69545,613,54002,74052
TAS,7259,307,25490,26518,266,37270,42926,260,36966,41973,274,38061,41635,276,37821,44717,270,38613,45668,292,42110,45208,304,44837,49760
TAS,7260,1770,25377,28565,1617,34311,39220,1628,36016,40260,1612,36036,40668,1652,37410,41902,1673,36635,42177,1722,38867,43634,1757,39729,45532
TAS,7262,979,22974,27276,944,34613,42532,962,35969,44181,955,37436,46912,956,37068,46280,956,38780,45983,995,43593,52171,1066,42814,52292
TAS,7263,321,20285,25509,291,31302,40153,290,30537,39657,297,27615,34372,301,31088,35530,302,28602,37170,308,33204,40237,310,34698,43749
TAS,7264,332,18974,23233,268,29198,37487,275,29586,39168,291,27278,35296,275,31178,35412,286,30815,37176,299,30475,37169,298,29406,37398
TAS,7267,466,25679,28474,461,37659,42188,447,38805,42687,474,39222,43661,470,41111,45824,478,41474,48502,474,43874,48797,479,42718,49687
TAS,7268,578,25382,28631,569,40544,46456,576,41575,47115,570,40855,47440,580,40889,45638,597,40996,47065,617,43502,48809,605,43373,51751
TAS,7270,1976,23039,28000,1942,34568,43364,1945,34175,42631,1965,34888,43534,1966,35262,42783,2044,36032,45326,2096,38160,47383,2198,38287,47233
TAS,7275,1742,24517,28792,1776,35617,44003,1765,36691,45055,1756,36855,45356,1775,37173,46152,1821,38441,46935,1860,40931,50294,1904,43589,52191
TAS,7276,297,22746,26504,290,36488,41827,294,35889,41416,305,36595,41761,302,38291,44289,320,38635,43611,331,39614,44748,350,42061,46365
TAS,7277,2583,26949,31545,3022,39033,47662,3109,41054,49236,3265,41142,49800,3322,42267,50488,3426,44084,52274,3519,46266,55555,3671,46359,55451
TAS,7290,1206,28623,30021,1214,39972,43666,1253,41558,45458,1341,42210,45467,1328,42957,46751,1365,45008,48321,1385,47208,51537,1382,48077,52791
TAS,7291,294,27823,32086,304,40643,47545,317,41143,48663,323,43106,48650,336,42920,48130,340,46655,50271,360,49130,52938,392,46352,53272
TAS,7292,331,26531,28627,344,35067,39837,347,37296,44398,339,40849,48363,358,39206,45214,389,40078,45722,396,40866,50293,409,39838,47891
TAS,7300,1636,28947,30731,1824,40174,45876,1856,41342,48027,1954,42514,47600,1986,43313,49028,2059,45053,50682,2100,47015,51902,2184,48280,53778
TAS,7301,2211,26197,28879,2312,36751,44189,2327,39319,47585,2341,39358,46786,2383,39465,47476,2448,40935,47964,2452,42828,55593,2553,45263,51369
TAS,7302,999,24969,28341,901,35364,41959,908,36749,43023,920,38219,41958,938,37504,42770,983,40361,45437,1013,43007,49001,1015,43301,47739
TAS,7303,1430,22481,27601,1399,35732,44599,1388,35798,43851,1404,36557,44393,1412,38031,45581,1440,38723,46097,1513,41574,49394,1610,41230,47997
TAS,7304,3176,21016,24848,3047,32287,39501,3062,32746,40280,3065,33214,40266,3105,33964,41709,3187,35637,43123,3284,36696,45380,3415,38145,46810
TAS,7305,576,20771,25126,536,35095,39803,536,37610,41506,539,37135,41314,553,38513,42622,569,37400,43910,608,37990,44265,633,40128,45428
TAS,7306,1884,21421,25672,2017,32596,40452,2022,33651,41234,2083,34097,41992,2133,35502,41600,2215,36873,42420,2291,38040,44299,2344,37433,44683
TAS,7307,4445,26176,30325,5231,38083,45681,5318,39026,47269,5501,39594,47433,5633,39947,48990,5822,42163,51645,6054,43944,55274,6248,45061,54486
TAS,7310,14425,25353,29414,13879,36830,44523,14047,37549,45142,14279,38072,46762,14450,38489,45986,14794,39762,47015,15203,41235,49023,15636,42494,50434
TAS,7315,7762,25016,29023,7535,36794,43521,7481,37894,45653,7587,38649,45745,7781,39320,46040,7936,40985,48426,8156,42076,49455,8332,43220,51122
TAS,7316,3153,25369,29102,3212,37956,47192,3214,39869,48257,3322,40145,47944,3417,40743,49061,3428,44027,52231,3480,44662,53740,3642,45832,54218
TAS,7320,9180,25430,30464,8565,39203,47318,8525,40160,48356,8525,40578,48506,8603,40520,48118,8849,42324,52129,8997,44310,53145,9130,45554,54290
TAS,7321,2098,24807,28763,2177,38383,46982,2224,38687,45615,2292,38205,45490,2296,38842,46163,2386,39680,48506,2398,41364,49929,2517,44212,53493
TAS,7322,1999,25872,28981,1935,39480,47267,1923,40461,48548,1955,40318,48891,1978,41154,48146,2023,43369,50662,2043,45395,52169,2072,46489,54396
TAS,7325,4431,23670,27430,4307,36940,44646,4326,38551,45943,4349,38815,45626,4382,39556,46621,4490,41215,49027,4524,43613,51337,4647,44180,53262
TAS,7330,3933,26063,28334,3654,39500,43930,3637,40320,45652,3666,39933,45278,3688,40355,46039,3710,41353,47157,3762,42926,47905,3808,44058,51464
TAS,7331,366,25522,29485,349,37515,45591,358,41123,50453,356,41161,48592,343,42936,49718,348,42724,50172,373,43239,49172,388,43232,48752
TAS,7467,1140,25864,31793,858,44941,54881,782,41758,49518,785,38000,47817,803,39169,46763,832,40297,49462,862,42263,50694,876,43791,53817
TAS,7468,464,24811,29058,405,43009,51692,410,44423,52549,414,44049,51492,430,42584,50866,436,42626,52722,427,46638,55033,411,47982,57721
TAS,7469,427,22207,29872,361,43627,55550,341,43261,55242,353,44209,56023,350,48020,59134,360,49825,85030,360,48104,56638,354,51470,62632
TAS,7470,492,27944,34771,373,51034,66736,350,52299,65668,321,56246,68461,336,53755,67512,296,59425,72736,314,52051,67158,308,48863,65874
VIC,3000,7388,26649,43854,18163,30160,52829,20561,28654,50108,21585,29300,52515,23297,29196,51761,24559,29198,59625,25566,30003,52766,26122,30216,53481
VIC,3001,,,,,,,,,,,,,297,46063,268781,240,52538,196346,658,2368,33635,644,2243,35848
VIC,3002,3070,39872,66728,3586,59384,112768,3530,61008,114843,3586,64297,119280,3636,64936,130048,3709,67044,185437,3810,70537,135387,3799,72705,143099
VIC,3003,1690,31524,40221,2947,44297,57488,3227,44615,58095,3571,44228,59999,3941,43618,59351,4520,45844,61479,5039,46169,62345,5538,48119,64092
VIC,3004,4090,36787,67390,6869,53004,92513,7084,53768,86624,6941,56433,87809,7360,56087,88947,8178,56465,119389,8596,57629,83531,8710,58744,88749
VIC,3006,3947,34711,47190,10470,49748,68055,11375,49880,71389,12289,50067,70515,12721,48768,69895,13887,48515,68855,15055,50869,70688,16466,50125,68827
VIC,3008,1510,38839,53060,6016,49842,68430,6576,51089,72583,7164,51155,70764,8645,48937,65743,10062,50912,66581,10791,52419,68227,10809,55010,72250
VIC,3011,9291,26793,30908,11662,41236,49377,12275,41605,50543,12923,43162,52051,13713,44932,53981,14557,46754,56672,14951,48982,58959,14989,51132,62174
VIC,3012,10590,28757,31234,13724,43551,50989,14334,44669,52091,15009,45489,53426,15738,47285,55200,16466,48628,57534,17125,50580,60122,17157,52309,62099
VIC,3013,7742,33934,37298,8565,52657,64322,8725,53881,66550,9119,56514,69084,9266,59057,72158,9623,60856,76176,9845,63526,79283,9860,65443,81261
VIC,3015,8670,33409,37867,9916,52652,64899,10152,54599,67041,10424,56590,70392,10786,58405,72413,11189,61151,76194,11497,64890,79061,11448,67405,82045
VIC,3016,9253,36477,46398,9485,52192,77373,9466,54661,77520,9720,54873,80986,9890,55949,83343,10120,58414,87688,10317,59491,91274,10266,61987,91477
VIC,3018,7290,30338,34777,7273,46589,55882,7471,47350,56915,7647,48963,59517,7968,50158,61481,8001,53002,66632,8225,56537,68462,8295,57301,71563
VIC,3019,2533,24256,26898,3801,35321,39746,3990,35579,40139,4277,36470,41794,4477,36089,42303,4705,37368,44059,5020,39358,45075,5380,40555,47224
VIC,3020,16991,26467,28971,19901,36394,41065,20676,36874,41929,21676,37492,42423,22618,37785,43431,23863,39230,45106,25052,40509,46453,25174,41371,48010
VIC,3021,25021,26448,28620,23309,36171,39755,24026,36143,39793,24953,36309,40482,25615,36436,40744,26851,37450,42224,27859,38543,42707,27874,38822,43660
VIC,3022,3051,27987,29780,1875,38759,43548,1902,40347,44075,1937,40587,46095,1913,40608,46453,1972,43372,48939,2015,44405,50227,1974,46160,52109
VIC,3023,16427,31099,32725,30904,42829,48526,31629,43331,49158,32700,44184,50419,33632,44586,51082,34441,46285,53627,35362,48000,54552,35793,48542,55821
VIC,3024,4270,31707,33474,10804,44540,48521,11362,44846,48763,12265,45138,49607,13276,45694,50391,14339,47508,53173,15831,48854,54203,17382,50220,56213
VIC,3025,5902,27860,30784,5685,42346,49145,5712,43381,51182,5841,44875,53948,6140,46929,55413,6341,49294,59444,6562,52709,62562,6692,54417,65636
VIC,3026,,,,,,,,,,,,,,,,,,,1655,50670,57504,2417,50055,56940
VIC,3027,,,,,,,3552,47975,55187,4033,48640,55994,4577,48864,56590,5056,50001,58405,5587,50627,59565,5948,50240,60851
VIC,3028,15827,31067,33155,15748,42513,47393,15915,43115,48213,16045,44092,49625,16446,45017,50742,16906,46789,52982,17132,48219,54047,16940,49561,56934
VIC,3029,24882,31639,34134,43713,42763,47566,46542,42845,47662,50354,43242,48129,54200,43341,48979,59381,44234,50248,64518,45255,50926,69056,45618,52021
VIC,3030,29439,32021,35296,50368,45100,52961,52501,45475,54100,55342,46234,54790,59072,46922,55642,63270,48598,57932,66741,50101,59240,69759,50829,60876
VIC,3031,9213,34659,38911,10640,49586,60648,10744,50110,61430,10951,51407,63615,11197,53429,65413,11724,54725,68530,12078,57398,71707,11931,59663,74176
VIC,3032,12146,32661,38295,16429,47145,61454,17189,47752,61552,17966,48331,63775,18815,49469,65002,19428,51120,66869,19995,52270,68825,19923,54220,71547
VIC,3033,8470,29840,33606,7748,42893,52561,7956,43501,54614,8084,45719,57301,8294,47286,58584,8382,49199,61626,8552,50638,63189,8572,52851,65724
VIC,3034,6777,28342,32716,6103,42021,51844,6143,43288,52573,6340,44162,53776,6433,44835,55374,6596,46730,59217,6821,48856,60202,6884,50430,62695
VIC,3036,4487,31389,38734,3932,45853,60882,3954,45892,61919,3897,46705,63834,3934,46786,63782,3961,49730,68304,3889,51567,68827,3834,52708,71640
VIC,3037,17674,31336,33018,25964,42853,48569,26798,43473,49491,27476,44430,50952,28099,45444,52251,28861,46712,54351,29566,48695,56293,29747,49570,57387
VIC,3038,18996,29726,33548,16878,42356,50181,16795,42801,50939,16942,43697,52287,16937,44904,54130,17028,46345,56020,16871,48423,57584,16622,48762,58450
VIC,3039,8017,34733,41940,8685,50367,67581,8829,51700,69624,9102,53251,72342,9324,54294,72958,9630,55783,77380,10416,58072,77184,10844,59487,80874
VIC,3040,15232,32809,41066,16220,48404,68503,16520,49745,70504,16776,51483,71658,17416,52684,74615,17846,54878,78507,18158,56849,82489,18244,58719,83071
VIC,3041,6911,31213,39493,7349,47314,62468,7545,48414,63709,7754,50641,67419,7935,52067,69354,8177,53835,72132,8369,55278,74030,8477,57062,75433
VIC,3042,8539,29384,32879,8850,44751,53099,9046,45690,54675,9259,47715,56688,9418,49555,59114,9844,51522,61604,9990,53423,63001,10133,55315,66322
VIC,3043,10500,29639,32442,9935,42430,48293,9887,43137,51087,9984,44225,50267,9936,45973,51609,10178,47160,53728,10217,49196,61942,10108,49206,57767
VIC,3044,12418,30506,34312,14227,44901,54411,14592,46387,55753,15315,48009,57774,16196,49843,59343,16728,51914,63219,17491,54337,64842,17547,56577,67857
VIC,3046,14497,26976,30325,16440,39639,46005,16911,40418,47018,17870,41171,48499,18916,42810,50032,20288,44008,51743,21521,45538,53049,22010,46101,55002
VIC,3047,7418,23474,26693,6932,33705,37552,7202,33408,37610,7580,33727,38148,8054,32585,38510,8665,33611,39113,9254,34308,40002,9474,34044,41043
VIC,3048,7392,23581,26074,6456,33657,37288,6617,33115,37593,6642,34611,38956,6793,34832,39752,7121,35048,40305,7457,36179,40741,7574,36767,41416
VIC,3049,5127,29872,34227,5253,43266,50017,5297,43656,51182,5397,44978,52277,5466,46130,53497,5663,47372,55402,5738,49147,56730,5794,50579,58470
VIC,3051,5370,27100,34405,7329,41356,55890,7611,40702,61061,7939,41076,59529,8581,42385,58687,8811,44400,61332,9309,46487,63070,9223,48818,67138
VIC,3052,2359,29319,45412,3134,40669,61180,3213,40460,62960,3413,41467,64663,3656,41227,63078,3806,41874,63419,4114,43447,67883,3998,43468,67302
VIC,3053,5208,24999,37182,6804,37604,55562,7382,36499,53638,7672,36192,54200,8040,35969,54642,8386,36309,57770,8870,36643,57543,8869,37809,58009
VIC,3054,5467,33750,44994,5688,48259,72572,5839,48284,77077,5846,48563,73284,5951,50528,76536,6046,53511,80665,6144,55289,84504,5866,56031,87321
VIC,3055,7040,30023,34309,8099,44335,54937,8272,44987,55752,8571,46168,57547,8990,47293,59050,9452,47994,61399,9685,51394,63527,9828,52688,66184
VIC,3056,13031,28230,34046,15109,43996,54570,15808,45476,56437,16338,46558,58336,17104,47697,59608,17759,50008,63092,18461,52831,64588,18107,54937,68224
VIC,3057,4897,30153,35057,6737,45193,55695,7147,47292,57766,7856,48355,58703,8294,51130,61317,8816,53127,64199,9261,56321,67039,9611,59681,70464
VIC,3058,16564,27935,31910,18805,42019,51503,19418,42944,53067,19965,44494,54763,20843,45759,56684,21729,48200,59316,22284,50454,61596,22216,51771,64296
VIC,3059,6210,30313,35690,8166,42886,54596,8756,43959,55366,9350,45006,55992,10075,47295,58429,10852,48516,59971,11199,50657,62263,11828,51871,63283
VIC,3060,5390,24097,27778,5774,35533,42090,6011,35474,42633,6297,36669,44491,6642,36606,44683,7034,38825,46768,7358,39298,47476,7469,39701,48833
