year,postcode,total_population,median_total_personal_income_weekly,median_total_family_income_weekly,labor_force
2021,5042,11832,691,1918,5741
2021,5043,20327,694,1837,9673
2021,5044,11578,883,2483,5761
2021,5045,16071,940,2335,8357
2021,5046,9756,762,1964,4755
2021,5047,8981,709,1857,4347
2021,5048,15510,796,2197,7249
2021,5049,10380,876,2247,5227
2021,5050,5734,810,2235,2770
2021,5051,15130,966,2553,7903
2021,5052,6756,966,2664,3369
2021,5061,9752,1120,3159,5124
2021,5062,15502,991,2869,7873
2021,5063,12742,956,2539,6513
2021,5064,10756,888,2674,4735
2021,5065,10987,930,2562,5078
2021,5066,12237,1046,2919,6058
2021,5067,10773,1002,2533,5828
2021,5068,12648,884,2448,6187
2021,5069,8387,1012,2836,4469
2021,5070,15393,789,2111,7691
2021,5072,13937,834,2331,6926
2021,5073,16831,775,2116,8399
2021,5074,14380,727,1895,6984
2021,5075,11283,743,1975,5513
2021,5076,9619,828,2265,5131
2021,5081,9874,1009,2735,4937
2021,5082,16310,959,2483,8954
2021,5083,7953,887,2309,4333
2021,5084,10908,588,1545,4581
2021,5085,24786,804,2032,12127
2021,5086,17619,738,1972,8528
2021,5087,12541,773,1979,6362
2021,5088,3716,706,1671,1773
2021,5089,6956,856,2305,3631
2021,5090,8184,658,1715,3476
2021,5091,7872,804,2071,3937
2021,5092,18288,736,1831,8842
2021,5093,9426,681,1670,4304
2021,5094,912,620,1427,396
2021,5095,21372,778,1959,11042
2021,5096,13765,696,1699,6554
2021,5097,13908,760,1959,6842
2021,5098,13058,658,1683,5739
2021,5106,99,360,725,0
2021,5107,18636,585,1513,7756
2021,5108,43329,588,1438,17326
2021,5109,20748,624,1508,8752
2021,5110,9345,632,1552,3985
2021,5111,376,1292,0,361
2021,5112,20445,512,1302,6815
2021,5113,19570,488,1122,5668
2021,5114,36847,728,1709,16529
2021,5115,13032,773,1607,5947
2021,5116,10731,677,1658,4784
2021,5117,4051,894,2365,2179
2021,5118,19229,754,1959,9263
2021,5120,2859,829,2050,1417
2021,5121,2347,720,1588,1079
2021,5125,20405,832,2261,10762
2021,5126,7406,850,2130,3858
2021,5127,7865,813,2119,4075
2021,5131,979,813,2426,570
2021,5132,435,810,2125,218
2021,5133,378,850,2466,196
2021,5134,457,817,2196,218
2021,5136,548,855,2588,270
2021,5137,550,942,2573,296
2021,5138,364,892,2166,182
2021,5139,290,892,2333,152
2021,5140,454,1095,2859,254
2021,5141,772,866,2336,389
2021,5142,581,872,2537,315
2021,5144,428,759,2250,214
2021,5150,57,1174,2749,27
2021,5151,405,951,2928,228
2021,5152,6389,1070,2986,3249
2021,5153,6732,854,2343,3518
2021,5154,3471,995,2844,1745
2021,5155,3994,970,2419,2124
2021,5156,1005,1009,2469,527
2021,5157,3015,793,2223,1601
2021,5158,25087,842,2113,13395
2021,5159,33635,800,2106,17216
2021,5160,23,550,1875,14
2021,5161,10286,704,1724,4889
2021,5162,35328,678,1650,16305
2021,5163,14922,615,1486,6245
2021,5164,5239,493,1181,1647
2021,5165,5962,641,1480,2672
2021,5166,1844,599,1367,744
2021,5167,6303,748,1845,3092
2021,5168,5772,661,1646,2597
2021,5169,20086,767,1877,9689
2021,5170,1213,697,1698,611
2021,5171,6265,729,1930,2946
2021,5172,4189,783,2085,2110
2021,5173,13213,660,1578,5797
2021,5174,3004,737,1775,1453
2021,5201,2305,902,2199,1203
2021,5202,938,689,1807,466
2021,5203,1320,551,1358,541
2021,5204,3373,539,1241,1180
2021,5210,1877,725,1817,906
2021,5211,16845,549,1265,5645
2021,5212,2251,592,1306,761
2021,5213,1298,708,1662,595
2021,5214,9557,535,1186,3001
2021,5220,155,687,1375,66
2021,5221,331,522,1221,115
2021,5222,678,651,1323,315
2021,5223,3734,692,1617,1783
2021,5231,1284,845,2287,679
2021,5232,425,755,1937,240
2021,5233,1513,765,2136,780
2021,5234,1376,776,2075,702
2021,5235,2640,685,1731,1266
2021,5236,342,662,1562,170
2021,5237,358,590,1413,172
2021,5238,4422,487,1147,1546
2021,5240,534,838,2125,302
2021,5241,2534,759,1867,1232
2021,5242,1756,843,2240,874
2021,5243,865,889,2419,446
2021,5244,4451,778,2054,2286
2021,5245,3252,781,2324,1511
2021,5250,3767,884,2333,1981
2021,5251,19184,814,2045,9700
2021,5252,6783,854,2073,3628
2021,5253,19261,597,1380,7549
2021,5254,2502,654,1635,1236
2021,5255,10143,676,1683,4644
2021,5256,1547,497,1185,587
2021,5259,1111,629,1411,490
2021,5260,1797,507,1193,638
2021,5261,335,680,1762,190
2021,5262,476,862,1949,250
2021,5263,135,1067,2143,91
2021,5264,1287,606,1330,543
2021,5265,428,582,1525,200
2021,5266,611,868,1816,333
2021,5267,2026,784,1792,1070
2021,5268,3695,820,1818,1992
2021,5269,293,703,1800,140
2021,5270,624,932,2069,352
2021,5271,7663,780,1765,3789
2021,5272,908,818,1891,498
2021,5273,112,949,2036,69
2021,5275,2380,667,1487,1092
2021,5276,1335,732,1673,631
2021,5277,2885,715,1620,1366
2021,5278,529,626,1399,236
2021,5279,557,581,1431,215
2021,5280,7561,600,1496,3151
2021,5290,25591,691,1641,11622
2021,5291,10151,833,2093,5007
2021,5301,503,627,1402,254
2021,5302,855,736,1661,389
2021,5303,159,900,2312,82
2021,5304,840,756,1762,427
2021,5306,72,575,1562,35
2021,5307,560,455,1153,210
2021,5308,138,490,1300,67
2021,5309,135,512,1292,65
2021,5310,32,383,1291,10
2021,5311,398,594,1451,186
2021,5320,699,492,1125,219
2021,5321,547,479,1140,119
2021,5322,942,684,1625,471
2021,5330,3376,618,1347,1432
2021,5331,312,672,1375,124
2021,5332,375,602,1300,157
2021,5333,6121,690,1681,2754
2021,5340,1457,790,1695,729
2021,5341,7914,653,1502,3589
2021,5342,1110,755,1695,607
2021,5343,4977,621,1416,2072
2021,5344,919,692,1869,467
2021,5345,3545,595,1425,1407
2021,5346,375,631,1489,181
2021,5350,553,882,2284,307
2021,5351,6195,806,2053,3198
2021,5352,5332,787,2008,2557
2021,5353,3922,694,1691,1888
2021,5354,416,520,1138,115
2021,5355,8281,714,1797,3976
2021,5356,799,641,1674,398
2021,5357,442,534,1308,145
2021,5360,1229,815,2053,650
2021,5371,1333,796,2147,732
2021,5372,2688,790,1992,1281
2021,5373,3447,651,1564,1534
2021,5374,1493,488,1307,630
2021,5381,336,439,933,127
2021,5400,1063,668,2040,547
2021,5401,832,612,1550,326
2021,5410,319,719,1678,151
2021,5411,337,615,1609,155
2021,5412,1191,526,1375,439
2021,5413,826,530,1209,363
2021,5414,134,701,1625,70
2021,5415,247,773,1859,129
2021,5416,209,578,1312,104
2021,5417,1501,555,1297,619
2021,5418,125,476,1125,53
2021,5419,245,534,1406,97
2021,5420,78,700,2062,35
2021,5421,135,437,880,35
2021,5422,1662,463,1023,505
2021,5431,857,614,1429,408
2021,5432,148,655,1437,74
2021,5433,1304,618,1431,545
2021,5434,405,807,1823,218
2021,5440,169,687,1474,104
2021,5451,702,729,1567,362
2021,5452,452,763,1800,244
2021,5453,5100,761,1808,2456
2021,5454,391,626,1454,173
2021,5455,42,900,1937,29
2021,5460,743,595,1591,339
2021,5461,2598,638,1488,1082
2021,5462,518,665,1699,266
2021,5464,572,723,1515,276
2021,5470,147,584,1775,62
2021,5471,80,900,2166,34
2021,5472,186,514,1062,76
2021,5473,745,488,1218,274
2021,5480,886,584,1375,358
2021,5481,498,546,1277,217
2021,5482,482,619,1477,224
2021,5483,342,743,1843,167
2021,5485,667,630,1455,276
2021,5490,171,713,1437,85
2021,5491,1797,739,1700,891
2021,5493,67,439,1083,16
2021,5495,583,529,1315,214
2021,5501,8156,756,1944,4016
2021,5502,1716,722,1822,840
2021,5510,104,656,1392,52
2021,5520,540,543,1224,185
2021,5521,147,497,1343,60
2021,5522,1511,497,1316,488
2021,5523,1944,590,1593,807
2021,5540,15241,569,1452,6034
2021,5550,958,712,1474,425
2021,5552,351,655,1536,163
2021,5554,5389,606,1515,2234
2021,5555,518,536,1212,200
2021,5556,4426,521,1166,1446
2021,5558,5214,538,1255,1681
2021,5560,454,536,1329,160
2021,5570,597,456,947,175
2021,5571,1978,524,1298,685
2021,5572,157,737,2031,69
2021,5573,2206,578,1429,790
2021,5575,2391,553,1332,894
2021,5576,1133,553,1365,423
2021,5577,574,580,1242,235
2021,5580,363,625,1447,149
2021,5581,568,524,1161,197
2021,5582,603,563,1333,194
2021,5583,838,486,1136,237
2021,5600,6150,793,2168,2989
2021,5601,88,553,1281,31
2021,5602,1349,669,1469,575
2021,5603,422,658,1330,194
2021,5604,218,614,1625,95
2021,5605,1852,627,1470,738
2021,5606,14459,717,1668,6532
2021,5607,5360,784,1817,2456
2021,5608,13041,551,1367,4801
2021,5609,1961,1003,2356,1047
2021,5611,125,474,900,32
2021,5630,129,820,2291,83
2021,5631,1063,864,1935,541
2021,5632,231,974,2229,117
2021,5633,286,711,1347,138
2021,5640,1029,705,1567,478
2021,5641,1005,735,1575,498
2021,5642,234,571,1160,126
2021,5650,167,866,1978,80
2021,5651,63,762,1437,42
2021,5652,656,824,1847,323
2021,5653,66,828,2250,34
2021,5654,230,733,1843,107
2021,5655,106,565,1268,47
2021,5660,39,725,2249,25
2021,5661,147,737,1375,54
2021,5670,494,682,1819,220
2021,5671,169,529,1562,76
2021,5680,2123,663,1454,981
2021,5690,3954,739,1721,1698
2021,5700,11042,663,1542,4460
2021,5701,30,412,900,7
2021,5710,2793,925,2148,1127
2021,5713,20,1125,1625,13
2021,5715,30,1093,2499,23
2021,5717,35,774,1375,19
2021,5719,61,1017,2562,42
2021,5720,252,1431,1958,182
2021,5722,262,461,1213,106
2021,5723,1812,604,1395,670
2021,5724,84,1180,2250,45
2021,5725,3976,1787,3467,2254
2021,5730,115,683,1406,63
2021,5731,234,989,1458,116
2021,5732,146,479,949,59
2021,5733,129,809,1687,57
2021,5734,114,381,743,44
2021,5950,4,3250,0,4
2021,6000,13812,1142,2505,8429
2021,6003,3652,1130,2525,2340
2021,6004,11681,1174,2563,7173
2021,6005,6102,1251,2768,3903
2021,6006,9623,1147,3161,5591
2021,6007,8095,1337,3288,4888
2021,6008,16131,1241,3339,8629
2021,6009,18936,920,3768,9142
2021,6010,18863,1142,3598,9073
2021,6011,9346,1464,4652,4762
2021,6012,9169,1030,3456,4486
2021,6014,22092,1091,3296,11657
2021,6015,6805,1228,4592,3235
2021,6016,10818,1092,3020,6187
2021,6017,4507,920,1965,2704
2021,6018,42250,1048,2888,22018
2021,6019,24351,1199,2930,13971
2021,6020,22581,989,2959,11219
2021,6021,20980,831,2250,10766
2021,6022,5209,892,2227,2598
2021,6023,15982,951,2817,7877
2021,6024,13723,850,2292,6908
2021,6025,31581,934,2482,16439
2021,6026,22781,856,2509,11755
2021,6027,42828,879,2372,22702
2021,6028,23559,960,2771,13309
2021,6029,2855,1110,3525,1477
2021,6030,40841,800,2123,20381
2021,6031,18645,920,2263,9987
2021,6032,189,841,1937,113
2021,6033,444,693,2441,248
2021,6034,3705,1004,2151,1888
2021,6035,11022,762,1990,4774
2021,6036,17514,841,2181,9035
2021,6037,3822,716,1862,1596
2021,6038,10203,977,2247,5356
2021,6041,1597,567,1557,610
2021,6042,107,537,1375,22
2021,6043,233,631,1583,95
2021,6044,1300,685,1381,558
2021,6050,15770,1075,3241,8568
2021,6051,13199,1050,2386,7871
2021,6052,11555,1011,2811,6316
2021,6053,15288,1015,2679,8368
2021,6054,21029,806,2106,10390
2021,6055,32320,994,2329,17181
2021,6056,41172,762,1946,19764
2021,6057,16697,843,2145,8545
2021,6058,13181,810,1982,6420
2021,6059,24169,789,2257,12159
2021,6060,25486,964,2257,14535
2021,6061,41683,713,1608,19374
2021,6062,34144,738,1963,16845
2021,6063,15045,697,1843,7106
2021,6064,31068,626,1634,13843
2021,6065,68443,885,2362,35750
2021,6066,18459,716,1916,9154
2021,6067,45,341,850,0
2021,6068,10,899,3250,3
2021,6069,46350,921,2235,23411
2021,6070,3725,938,2725,1873
2021,6071,3502,894,2546,1800
2021,6072,829,917,2602,438
2021,6073,3190,707,2140,1444
2021,6074,1001,767,2101,499
2021,6076,22308,811,2367,10693
2021,6077,1639,691,1925,782
2021,6078,941,774,2154,491
2021,6079,30,575,2083,7
2021,6081,4919,896,2465,2574
2021,6082,3422,827,2189,1645
2021,6083,3570,866,2401,1858
2021,6084,9063,872,2245,4641
2021,6090,25,1350,7000,13
2021,6100,15816,1057,2464,9412
2021,6101,17301,1014,2559,9686
2021,6102,13949,693,1902,6919
2021,6103,10897,1015,2246,6348
2021,6104,15082,879,2144,7572
2021,6105,16283,806,1924,8047
2021,6106,16,724,7000,10
2021,6107,48583,789,1975,24324
2021,6108,23665,682,1825,10944
2021,6109,13143,644,1620,5592
2021,6110,44873,735,1930,20525
2021,6111,23639,724,1902,10871
2021,6112,70564,850,2106,33594
2021,6121,3101,838,2435,1662
2021,6122,21803,947,2238,10957
2021,6123,2253,859,2078,1082
2021,6124,1205,933,2383,589
2021,6125,3622,789,2247,1683
2021,6126,265,521,1857,126
2021,6147,15038,689,1745,7035
2021,6148,18974,779,2328,8893
2021,6149,18905,840,2509,9214
2021,6150,13201,724,2361,6175
2021,6151,17226,1131,3007,9450
2021,6152,26227,927,2618,13638
2021,6153,21419,1074,3066,10843
2021,6154,10621,886,2707,5214
2021,6155,53765,804,2377,26536
2021,6156,18238,960,2854,9221
2021,6157,14603,993,2675,7646
2021,6158,7819,1075,3178,4016
2021,6159,3947,1287,3261,2073
2021,6160,9251,1021,2713,5050
2021,6161,166,1112,2340,126
2021,6162,12074,921,2552,6213
2021,6163,54704,808,2130,27634
2021,6164,66124,992,2451,36416
2021,6165,64,599,1749,35
2021,6166,10792,890,2486,5653
2021,6167,28476,741,1869,12506
2021,6168,24913,655,1574,10214
2021,6169,35317,707,1857,15451
2021,6170,17329,928,2153,8833
2021,6171,37697,941,2291,18478
2021,6172,13477,755,2112,6278
2021,6173,12474,967,2685,6664
2021,6174,5681,895,2148,2869
2021,6175,4021,920,2386,2038
2021,6176,2096,895,2192,1035
2021,6180,6777,785,2034,3127
2021,6181,469,900,2687,270
2021,6182,0,0,0,0
2021,6207,1243,765,2268,574
2021,6208,12946,620,1632,5100
2021,6209,2002,568,1566,771
2021,6210,75034,621,1606,29570
2021,6211,8498,637,1712,3464
2021,6213,654,647,1928,294
2021,6214,684,720,2088,322
2021,6215,4234,620,1701,1750
2021,6218,541,592,1481,218
2021,6219,604,589,1761,275
2021,6220,4346,760,1851,2008
2021,6221,291,602,1958,151
2021,6223,159,850,2812,103
2021,6224,1254,608,1653,519
2021,6225,9164,593,1622,3581
2021,6226,938,928,2739,499
2021,6227,788,918,2333,393
2021,6228,144,626,1624,69
2021,6229,174,581,1274,63
2021,6230,44972,759,1919,20709
2021,6232,11402,766,2044,5364
2021,6233,20432,795,2127,9715
2021,6236,2213,837,2289,1156
2021,6237,2656,788,2168,1342
2021,6239,4657,675,1774,2079
2021,6240,165,659,1562,92
2021,6243,84,518,1124,36
2021,6244,1580,711,1605,694
2021,6251,310,692,1645,148
2021,6252,149,680,1437,71
2021,6253,655,540,1279,276
2021,6254,541,555,1454,214
2021,6255,4403,618,1622,1881
2021,6256,434,802,1864,241
2021,6258,6483,699,1680,3123
2021,6260,1396,727,1840,704
2021,6262,733,581,1350,311
2021,6271,3461,727,1787,1621
2021,6275,1506,576,1381,611
2021,6280,30585,713,1769,14085
2021,6281,8543,879,2091,4117
2021,6282,1522,947,2360,772
2021,6284,2875,883,2147,1445
2021,6285,10633,838,1958,5437
2021,6286,841,784,1902,423
2021,6288,603,714,1721,337
2021,6290,1837,545,1200,656
2021,6302,3485,604,1536,1421
2021,6304,1669,568,1409,643
2021,6306,976,639,1669,420
2021,6308,1568,635,1489,627
2021,6309,292,675,1452,130
2021,6311,605,673,1476,284
2021,6312,4556,735,1809,2016
2021,6313,247,733,1656,119
2021,6315,1878,707,1754,807
2021,6316,391,733,1635,176
2021,6317,4085,714,1649,1834
2021,6318,493,823,1978,234
2021,6320,554,763,1762,234
2021,6321,505,705,1518,226
2021,6322,240,620,1410,99
2021,6323,1062,556,1349,398
2021,6324,3743,629,1523,1603
2021,6326,514,773,1711,287
2021,6327,268,656,1875,116
2021,6328,431,790,1542,225
2021,6330,38042,710,1759,17254
2021,6333,6310,630,1491,2592
2021,6335,758,796,2022,351
2021,6336,343,920,1541,195
2021,6337,545,1035,2172,271
2021,6338,730,823,1662,370
2021,6341,260,1092,2104,137
2021,6343,231,1114,2312,122
2021,6346,832,1131,1970,462
2021,6348,1115,748,2110,459
2021,6350,335,703,1518,133
2021,6351,57,669,1625,33
2021,6352,172,900,1875,70
2021,6353,786,983,2133,460
2021,6355,441,1053,2250,270
2021,6356,115,1067,1437,73
2021,6357,60,900,2100,36
2021,6358,105,814,1874,60
2021,6359,439,1096,2146,242
2021,6361,102,883,1875,51
2021,6363,93,1079,2624,59
2021,6365,538,939,2150,263
2021,6367,332,744,1718,171
2021,6368,85,1042,1875,44
2021,6369,656,894,1823,287
2021,6370,457,742,1625,207
2021,6372,105,612,1687,50
2021,6373,82,979,2208,54
2021,6375,880,806,1886,442
2021,6383,935,598,1437,288
2021,6384,25,1041,3625,18
2021,6385,20,2167,3750,12
2021,6386,114,1140,2749,39
2021,6390,1673,840,2143,745
2021,6391,1040,996,2230,550
2021,6392,432,945,1888,218
2021,6393,119,517,1104,46
2021,6394,477,829,1924,261
2021,6395,1543,882,2017,760
2021,6396,353,1020,2147,205
2021,6397,92,514,1333,36
2021,6398,552,493,1088,221
2021,6401,8283,653,1604,3280
2021,6403,158,547,1375,73
2021,6405,338,710,1600,147
2021,6407,960,715,2086,437
2021,6409,386,701,1583,161
2021,6410,949,538,1491,372
2021,6411,133,930,2150,72
2021,6412,59,833,1625,23
2021,6413,59,487,1312,23
2021,6414,75,724,1874,34
2021,6415,2771,755,1896,1253
2021,6418,742,746,1699,298
2021,6419,51,774,1187,31
2021,6420,77,982,2250,50
2021,6421,168,866,1906,66
2021,6422,64,1291,2625,31
2021,6423,146,687,1359,66
2021,6424,72,1375,3100,44
2021,6425,83,1111,2250,44
2021,6426,894,1048,1854,472
2021,6427,93,2200,0,46
2021,6428,56,1124,2750,25
2021,6429,967,815,1681,359
2021,6430,21920,1271,2970,11967
2021,6431,935,643,1054,304
2021,6432,7150,1014,2375,3202
2021,6434,184,2119,0,94
2021,6436,153,812,1312,57
2021,6437,747,1817,3020,364
2021,6438,837,1092,1671,307
2021,6440,1333,1569,988,518
2021,6442,2472,983,2478,978
2021,6443,722,680,1264,287
2021,6445,159,661,1541,88
2021,6446,113,1018,2062,72
2021,6447,174,1286,2299,109
2021,6448,406,702,1770,185
2021,6450,13159,805,2019,6133
2021,6452,4,1500,2250,0
2021,6460,688,726,1726,298
2021,6461,494,709,1468,212
2021,6462,177,854,1625,83
2021,6463,23,849,2249,14
2021,6465,42,1020,1875,24
2021,6466,56,624,1749,33
2021,6467,30,1083,2250,22
2021,6468,194,1021,2035,107
2021,6470,20,1625,3250,11
2021,6472,151,922,1833,91
2021,6473,53,425,1274,24
2021,6475,350,749,1458,183
2021,6476,44,850,1458,25
2021,6477,242,880,1875,123
2021,6479,558,759,1875,270
2021,6480,39,924,1499,20
2021,6484,35,624,2749,17
2021,6485,447,577,1410,193
2021,6487,45,866,1624,28
2021,6488,162,517,1100,73
2021,6489,86,458,933,28
2021,6490,255,640,1268,98
2021,6501,921,773,2058,467
2021,6502,1221,656,1739,497
2021,6503,2354,733,1822,1208
2021,6504,213,658,1687,93
2021,6505,134,745,1875,78
2021,6506,58,937,1875,36
2021,6507,530,1016,2194,286
2021,6509,152,1057,2166,85
2021,6510,1940,789,1907,878
2021,6511,480,628,1401,196
2021,6512,92,866,1458,55
2021,6513,162,1015,2549,89
2021,6514,639,521,1156,220
2021,6515,323,789,1713,163
2021,6516,1985,632,1496,874
2021,6517,407,823,1875,186
2021,6518,209,512,971,87
2021,6519,575,748,1696,242
2021,6521,347,968,2047,211
2021,6522,407,806,1937,184
2021,6525,3680,626,1598,1465
2021,6528,378,627,1547,182
2021,6530,33378,765,1945,14898
2021,6532,6915,916,2319,3507
2021,6535,1609,551,1455,608
2021,6536,1478,640,1427,627
2021,6537,995,780,1816,456
2021,6556,1969,823,2323,1037
2021,6558,2613,749,2147,393
2021,6560,1372,692,1762,569
2021,6562,1413,711,1760,614
2021,6564,330,627,1604,148
2021,6566,3296,614,1512,1310
2021,6567,485,621,1468,191
2021,6568,210,731,2094,118
2021,6569,270,900,2250,120
2021,6571,67,1359,3062,35
2021,6572,61,1199,2249,27
2021,6574,64,1171,2083,39
2021,6575,101,1020,2583,57
2021,6603,1110,768,1785,546
2021,6605,41,1275,2416,21
2021,6606,133,641,1350,66
2021,6608,150,929,2124,71
2021,6609,852,1011,2224,398
2021,6612,162,791,1937,71
2021,6613,51,1196,2750,25
2021,6614,20,899,1124,16
2021,6616,61,739,2083,21
2021,6620,518,1392,2091,248
2021,6623,575,687,1649,204
2021,6625,57,1042,1937,37
2021,6627,57,769,1625,24
2021,6628,23,459,474,5
2021,6630,482,684,1958,179
2021,6631,13,1812,3750,10
2021,6632,63,974,1875,39
2021,6635,379,1339,1583,129
2021,6638,653,863,1375,179
2021,6639,109,675,1833,44
2021,6640,215,1145,1333,111
2021,6642,1200,1010,1292,483
2021,6646,535,1196,767,196
2021,6701,5259,793,1911,2285
2021,6705,170,484,1312,56
2021,6707,3074,967,2250,1727
2021,6710,940,1365,2919,447
2021,6712,45,2167,0,8
2021,6713,1282,1698,3941,692
2021,6714,17657,1587,3492,9105
2021,6716,1084,2077,2625,574
2021,6718,977,368,1006,201
2021,6720,2279,1645,3689,1132
2021,6721,4367,1817,3905,2387
2021,6722,11305,1413,3029,5402
2021,6725,11236,1029,2359,5002
2021,6726,5730,1166,2563,2889
2021,6728,5365,496,1153,1501
2021,6740,1477,460,951,406
2021,6743,6455,1055,2186,2895
2021,6751,4007,1897,3338,2130
2021,6753,6761,1717,3194,3523
2021,6754,1324,1959,3567,669
2021,6758,1159,2500,780,570
2021,6760,927,1433,767,394
2021,6762,657,1833,715,320
2021,6765,1678,386,863,498
2021,6770,3149,367,794,681
2021,7000,15645,891,2370,8548
2021,7004,7982,944,2305,4197
2021,7005,13947,856,2409,6930
2021,7007,3387,904,2307,1694
2021,7008,13210,865,2211,6948
2021,7009,13898,724,1711,7028
2021,7010,18372,647,1503,8232
2021,7011,15742,689,1617,7114
2021,7012,838,845,1846,431
2021,7015,11290,836,2034,5210
2021,7016,3171,612,1362,1030
2021,7017,6300,872,2136,3367
2021,7018,23450,815,2004,11199
2021,7019,7744,721,1523,3348
2021,7020,2665,967,2321,1447
2021,7021,2592,932,2252,1311
2021,7022,963,807,1822,444
2021,7023,383,735,1821,179
2021,7024,602,1100,2522,307
2021,7025,1822,790,1926,880
2021,7026,1158,779,1837,559
2021,7027,372,467,1343,122
2021,7030,19720,669,1509,8323
2021,7050,14593,763,1904,7084
2021,7052,7688,887,2134,3833
2021,7053,3637,875,2402,1738
2021,7054,9609,840,2170,4780
2021,7055,540,867,2016,274
2021,7109,9872,686,1723,4462
2021,7112,3496,524,1271,1272
2021,7113,1301,522,1453,492
2021,7116,2490,559,1364,958
2021,7117,923,501,1434,362
2021,7119,47,512,1375,16
2021,7120,1892,531,1365,767
2021,7139,8,1499,0,4
2021,7140,12069,607,1485,5020
2021,7150,3191,725,1829,1477
2021,7155,943,690,1792,425
2021,7162,667,653,1593,293
2021,7163,397,637,1525,158
2021,7170,5734,1006,2539,3088
2021,7171,3824,775,1806,1897
2021,7172,4435,693,1702,2012
2021,7173,7509,733,1706,3499
2021,7174,200,588,1233,94
2021,7175,184,778,1949,95
2021,7176,185,590,1649,82
2021,7177,449,620,1602,198
2021,7178,325,497,1215,109
2021,7179,422,554,1100,169
2021,7180,167,430,919,58
2021,7182,247,527,1187,81
2021,7183,42,408,850,15
2021,7184,909,501,1234,326
2021,7185,139,641,1562,55
2021,7186,196,505,1339,72
2021,7187,138,493,1100,43
2021,7190,3458,551,1260,1311
2021,7209,414,539,1196,169
2021,7210,1076,509,1190,417
2021,7211,261,654,1458,114
2021,7212,1778,668,1635,819
2021,7213,298,475,1160,104
2021,7214,630,462,1105,181
2021,7215,4066,565,1226,1629
2021,7216,3563,491,1139,1238
2021,7248,17177,586,1364,7250
2021,7249,14056,736,1769,6844
2021,7250,51133,746,1861,24449
2021,7252,2993,708,1885,1435
2021,7253,5160,489,1180,1635
2021,7254,562,583,1460,242
2021,7255,856,697,1616,425
2021,7256,1617,845,1719,838
2021,7257,64,421,1042,21
2021,7258,962,1018,2660,520
2021,7259,505,707,1653,244
2021,7260,3334,559,1356,1443
2021,7261,244,474,1034,86
2021,7262,1891,720,1677,845
2021,7263,632,515,1281,237
2021,7264,574,456,1105,193
2021,7265,233,488,1031,88
2021,7267,805,697,1815,404
2021,7268,1133,686,1721,511
2021,7270,4370,509,1230,1581
2021,7275,3366,611,1520,1452
2021,7276,641,689,1738,322
2021,7277,6524,756,1954,3096
2021,7290,2429,771,1888,1238
2021,7291,721,783,2071,372
2021,7292,655,836,1914,358
2021,7300,3933,762,1827,1969
2021,7301,4717,665,1547,2067
2021,7302,1753,705,1602,883
2021,7303,3031,605,1423,1361
2021,7304,6265,561,1416,2588
2021,7305,1265,562,1382,480
2021,7306,4276,601,1464,1859
2021,7307,11849,641,1523,5178
2021,7310,28635,636,1515,12430
2021,7315,15635,613,1479,6592
2021,7316,6285,681,1742,2957
2021,7320,17138,654,1558,7317
2021,7321,4968,647,1666,2300
2021,7322,4067,602,1463,1676
2021,7325,9015,608,1552,3682
2021,7330,6731,679,1626,2990
2021,7331,595,742,1762,300
2021,7466,32,417,900,8
2021,7467,1808,509,1371,649
2021,7468,697,722,1908,356
2021,7469,772,503,1233,269
2021,7470,752,524,1285,234
2021,0800,7149,1236,2403,4794
2021,0810,34330,1058,2455,18270
2021,0812,18634,979,2299,8975
2021,0820,19920,1271,2732,12004
2021,0822,25304,298,833,6214
2021,0828,1697,1007,2468,781
2021,0829,1963,1302,1958,645
2021,0830,18501,1056,2328,9013
2021,0832,18727,1206,2579,10239
2021,0834,1811,1167,3005,1003
2021,0835,3153,1118,2774,1707
2021,0836,7597,1158,2840,4139
2021,0837,489,736,1774,192
2021,0838,870,1048,2447,399
2021,0839,510,943,1713,253
2021,0840,457,469,1015,114
2021,0841,627,839,2200,271
2021,0845,396,542,1337,119
2021,0846,317,583,1281,100
2021,0847,318,459,1375,94
2021,0850,7873,1040,2284,3597
2021,0852,8735,314,756,2150
2021,0853,850,1513,2929,520
2021,0854,755,393,1017,211
2021,0860,3080,671,1433,1131
2021,0862,715,775,866,316
2021,0870,20341,1154,2507,11043
2021,0872,14676,340,781,3399
2021,0873,2756,854,2188,1165
2021,0874,554,1519,3374,357
2021,0875,2482,1042,2276,1177
2021,0880,4953,833,2425,1923
2021,0885,751,1844,3718,382
2021,0886,755,1268,2329,405
2021,2600,8255,1641,4035,4299
2021,2601,7680,525,2895,4290
2021,2602,34540,1257,3124,19514
2021,2603,10306,1596,4094,5918
2021,2604,13034,1585,3395,7633
2021,2605,12488,1333,3631,6143
2021,2606,12071,1258,2684,7277
2021,2607,14717,1225,3109,7330
2021,2609,1136,823,1850,460
2021,2611,36535,1301,3069,19247
2021,2612,18965,1425,3320,12760
2021,2614,20595,1157,2843,10229
2021,2615,47356,1106,2620,24442
2021,2617,38073,1074,2534,21720
2021,2618,1397,1125,3125,752
2021,2900,4177,1196,2343,2474
2021,2902,15670,1070,2630,7685
2021,2903,9588,1128,2710,4764
2021,2904,13196,1209,2994,6635
2021,2905,28731,1125,2639,15513
2021,2906,18107,1166,2785,10210
2021,2911,4804,1394,3235,2706
