year,postcode,total_population,median_total_personal_income_weekly,median_total_family_income_weekly,labor_force
2011,5025,7945,513,1322,2617
2011,5031,9602,523,1406,2796
2011,5032,12212,551,1382,3531
2011,5033,7851,529,1240,2298
2011,5034,9668,717,2050,2449
2011,5035,5862,655,1595,1426
2011,5037,10154,537,1352,3114
2011,5038,14419,565,1351,4083
2011,5039,8301,530,1427,2452
2011,5040,2325,495,1512,869
2011,5041,12973,677,1928,3189
2011,5042,10396,464,1195,3627
2011,5043,17584,473,1175,6439
2011,5044,10416,606,1732,3326
2011,5045,15451,696,1780,4228
2011,5046,8008,530,1329,2765
2011,5047,7498,495,1244,2476
2011,5048,13488,573,1517,4671
2011,5049,9474,661,1690,2544
2011,5050,5426,609,1689,1704
2011,5051,13286,718,1928,3018
2011,5052,6369,705,1921,1823
2011,5061,9652,785,2343,2378
2011,5062,14888,691,2085,4237
2011,5063,11806,711,2006,3198
2011,5064,9578,700,2245,3335
2011,5065,9589,707,2013,2931
2011,5066,11294,776,2266,3272
2011,5067,9955,733,2018,2661
2011,5068,11804,630,1821,3637
2011,5069,8276,700,2101,2179
2011,5070,14192,515,1365,4810
2011,5072,11970,584,1680,3797
2011,5073,14595,519,1379,4608
2011,5074,12237,477,1212,4205
2011,5075,10267,534,1383,3237
2011,5076,9258,597,1656,2405
2011,5081,8647,709,2089,2633
2011,5082,14507,644,1816,3627
2011,5083,7261,620,1648,1907
2011,5084,9475,377,946,3423
2011,5085,15785,513,1297,4995
2011,5086,15157,509,1299,4500
2011,5087,10435,509,1225,3267
2011,5088,3177,473,1121,1015
2011,5089,6648,649,1690,1608
2011,5090,7640,467,1242,2831
2011,5091,7343,605,1521,1972
2011,5092,15876,568,1371,4311
2011,5093,8913,505,1194,2736
2011,5094,791,463,914,265
2011,5095,17927,641,1574,4077
2011,5096,14457,536,1294,3846
2011,5097,13318,576,1430,3616
2011,5098,12125,501,1186,3837
2011,5106,77,79,0,75
2011,5107,15324,426,1106,4738
2011,5108,37958,457,1066,11356
2011,5109,20337,510,1191,6067
2011,5110,8122,516,1176,2093
2011,5111,193,968,0,3
2011,5112,18737,399,955,6917
2011,5113,18686,365,778,7187
2011,5114,29096,560,1295,6806
2011,5115,6909,562,1178,1523
2011,5116,7707,509,1212,2302
2011,5117,2363,655,1678,396
2011,5118,17288,554,1446,4617
2011,5120,1748,460,1257,505
2011,5121,1295,402,928,510
2011,5125,18504,663,1750,3960
2011,5126,7217,647,1537,1618
2011,5127,8001,627,1625,1714
2011,5131,885,639,1750,187
2011,5132,343,611,1337,77
2011,5133,535,633,2169,111
2011,5134,445,679,1460,106
2011,5136,536,538,1828,124
2011,5137,466,638,1980,114
2011,5138,374,729,1862,76
2011,5139,174,650,1812,38
2011,5140,461,763,1960,81
2011,5141,698,710,2074,134
2011,5142,547,559,1858,160
2011,5144,434,581,1684,104
2011,5151,368,738,1678,83
2011,5152,6021,766,2292,1435
2011,5153,6450,658,1785,1446
2011,5154,3200,739,2068,793
2011,5155,3769,737,1793,694
2011,5156,1005,787,1956,203
2011,5157,2720,621,1715,603
2011,5158,24029,644,1625,4909
2011,5159,33148,640,1650,7506
2011,5160,28,387,700,0
2011,5161,9781,547,1222,2739
2011,5162,33457,527,1257,9265
2011,5163,14155,459,1107,4319
2011,5164,5133,370,873,1990
2011,5165,5267,456,971,1837
2011,5166,1934,431,924,641
2011,5167,5254,537,1316,1543
2011,5168,4740,493,1214,1334
2011,5169,13925,544,1287,3685
2011,5170,1131,546,1335,279
2011,5171,5727,551,1421,1608
2011,5172,3914,552,1422,977
2011,5173,11816,531,1151,2955
2011,5174,2560,501,1211,649
2011,5201,1752,627,1447,349
2011,5202,595,496,1109,160
2011,5203,1018,450,1047,383
2011,5204,2340,408,872,1019
2011,5210,1731,499,1252,390
2011,5211,14449,412,911,6376
2011,5212,1967,398,885,890
2011,5213,1074,486,942,340
2011,5214,7796,394,862,3640
2011,5220,142,483,850,36
2011,5221,216,376,880,84
2011,5222,595,476,911,194
2011,5223,3463,503,1101,836
2011,5231,1172,619,1688,257
2011,5232,473,662,1705,95
2011,5233,1394,538,1439,400
2011,5234,1301,571,1381,319
2011,5235,1928,521,1235,487
2011,5236,599,410,1258,152
2011,5237,74,636,933,14
2011,5238,3698,401,904,1442
2011,5240,530,645,1511,124
2011,5241,2345,553,1341,636
2011,5242,1075,583,1581,268
2011,5243,923,655,1689,207
2011,5244,4304,611,1473,1101
2011,5245,3421,596,1779,990
2011,5250,3103,668,1727,597
2011,5251,12686,571,1395,3109
2011,5252,5787,630,1474,1061
2011,5253,17884,449,1001,6006
2011,5254,2264,501,1191,533
2011,5255,8521,529,1242,2451
2011,5256,1125,384,850,428
2011,5259,708,447,1014,223
2011,5260,1802,394,903,645
2011,5261,392,426,987,79
2011,5262,533,558,1281,98
2011,5263,334,638,1517,38
2011,5264,1501,425,964,414
2011,5265,815,469,982,152
2011,5266,276,515,1138,80
2011,5267,2149,533,1205,438
2011,5268,3007,538,1131,783
2011,5269,277,476,982,61
2011,5270,1011,489,1157,221
2011,5271,6725,573,1230,1574
2011,5272,979,607,1278,181
2011,5275,2279,481,986,729
2011,5276,1397,555,1211,367
2011,5277,2575,510,1118,655
2011,5278,519,460,939,143
2011,5279,377,332,757,146
2011,5280,7459,449,1121,2307
2011,5290,24906,502,1168,6898
2011,5291,8560,586,1406,1884
2011,5301,481,364,841,123
2011,5302,847,521,1174,231
2011,5303,412,502,1115,77
2011,5304,558,467,1143,178
2011,5307,576,392,848,181
2011,5308,229,368,900,62
2011,5309,161,379,949,30
2011,5311,587,510,1096,126
2011,5320,611,351,761,288
2011,5321,442,406,887,240
2011,5322,962,455,968,293
2011,5330,3051,417,1018,1011
2011,5331,645,438,892,203
2011,5332,119,458,1292,37
2011,5333,5615,476,1121,1672
2011,5340,1334,547,1203,345
2011,5341,7491,444,1012,2126
2011,5342,1156,517,1191,256
2011,5343,5101,463,948,1574
2011,5344,931,449,1217,235
2011,5345,3441,402,962,1265
2011,5346,421,432,1147,120
2011,5350,439,633,1636,97
2011,5351,5602,574,1466,1281
2011,5352,4969,589,1506,1335
2011,5353,3871,540,1261,996
2011,5354,453,364,870,195
2011,5355,7044,554,1323,1978
2011,5356,636,518,1255,145
2011,5357,621,389,895,209
2011,5360,1098,640,1540,224
2011,5371,1393,586,1531,271
2011,5372,1927,544,1354,442
2011,5373,3152,480,1087,1011
2011,5374,1481,417,904,509
2011,5381,336,366,854,136
2011,5400,888,532,1333,226
2011,5401,877,479,1202,263
2011,5410,225,411,1041,63
2011,5411,311,463,1087,103
2011,5412,1213,449,945,456
2011,5413,735,436,955,236
2011,5414,253,551,1292,56
2011,5415,370,549,1147,84
2011,5416,156,491,982,37
2011,5417,1751,458,1032,533
2011,5419,235,375,843,86
2011,5421,229,306,650,91
2011,5422,1934,363,772,811
2011,5431,841,448,1096,259
2011,5433,1452,485,1176,431
2011,5434,246,523,1062,74
2011,5440,492,639,1278,66
2011,5451,598,543,1266,166
2011,5452,451,549,1427,100
2011,5453,4516,554,1301,1136
2011,5454,382,549,1166,97
2011,5460,634,464,981,186
2011,5461,2558,462,1125,847
2011,5462,377,530,961,95
2011,5464,415,441,971,112
2011,5470,227,472,1267,75
2011,5472,263,387,988,77
2011,5473,795,377,830,282
2011,5480,793,441,1192,270
2011,5481,522,414,946,194
2011,5482,584,426,1023,191
2011,5483,407,512,1012,111
2011,5485,815,491,1067,228
2011,5490,179,404,1312,60
2011,5491,1716,511,1219,515
2011,5495,524,355,814,225
2011,5501,6693,521,1307,1702
2011,5502,1654,551,1366,438
2011,5510,362,403,959,102
2011,5520,618,419,928,227
2011,5521,379,459,1018,118
2011,5522,1550,391,910,710
2011,5523,1693,462,1174,602
2011,5540,15213,396,997,5381
2011,5550,865,503,978,270
2011,5552,86,350,949,33
2011,5554,5210,444,1056,1711
2011,5555,520,498,1218,164
2011,5556,3674,389,851,1609
2011,5558,4010,384,853,1800
2011,5560,416,389,993,143
2011,5570,833,397,931,335
2011,5571,1580,387,834,818
2011,5572,390,656,1558,87
2011,5573,2057,396,920,783
2011,5575,2969,394,887,1125
2011,5576,846,398,858,336
2011,5577,198,335,742,83
2011,5580,437,431,1108,136
2011,5581,490,368,804,276
2011,5582,543,393,832,287
2011,5583,686,374,783,352
2011,5600,7048,596,1703,1824
2011,5601,166,285,576,88
2011,5602,1069,430,1059,301
2011,5603,227,470,870,72
2011,5604,136,350,875,60
2011,5605,1827,450,1068,667
2011,5606,14089,523,1205,3928
2011,5607,4594,510,1164,1210
2011,5608,13854,398,1004,4522
2011,5609,1390,721,1908,274
2011,5630,220,554,1024,34
2011,5631,1044,538,1298,257
2011,5633,432,517,970,82
2011,5640,972,524,1187,276
2011,5641,1145,567,1334,243
2011,5642,537,583,1230,85
2011,5650,301,502,917,50
2011,5652,557,544,1375,118
2011,5654,356,508,1262,76
2011,5670,291,572,963,87
2011,5680,2281,476,1092,555
2011,5690,4026,577,1307,898
2011,5700,11768,519,1188,3497
2011,5710,2954,777,1488,563
2011,5720,216,836,1541,14
2011,5722,592,466,1333,167
2011,5723,1695,434,1060,498
2011,5724,671,295,720,269
2011,5725,4718,1466,2846,366
2011,5731,1138,1102,2057,127
2011,5732,165,313,466,42
2011,5734,166,294,483,46
2011,5950,0,0,0,0
2011,5960,10,350,0,4
2011,6000,9237,948,2214,1675
2011,6003,2953,802,1945,543
2011,6004,8184,994,2399,1504
2011,6005,5168,1007,2419,937
2011,6006,8544,846,2376,1832
2011,6007,6747,979,2604,1323
2011,6008,13858,972,2700,3182
2011,6009,16571,779,2748,4891
2011,6010,15481,808,2632,4484
2011,6011,8925,1037,2823,2241
2011,6012,8598,748,2555,2357
2011,6014,18984,868,2583,4235
2011,6015,6354,874,2818,1945
2011,6016,9563,774,2200,1794
2011,6017,4048,706,1406,831
2011,6018,34381,760,2182,8378
2011,6019,20154,884,2198,4139
2011,6020,20282,777,2391,4831
2011,6021,19151,638,1724,5046
2011,6022,4983,687,1735,1233
2011,6023,15025,761,2237,3425
2011,6024,13427,686,1811,3022
2011,6025,29797,737,1972,6238
2011,6026,22425,699,2107,4835
2011,6027,42095,698,1908,8629
2011,6028,20113,728,2218,3547
2011,6029,2664,867,2460,606
2011,6030,37589,651,1666,7985
2011,6031,11332,762,1837,1722
2011,6032,212,569,1799,42
2011,6033,737,642,1714,135
2011,6035,4247,597,1458,1001
2011,6036,10834,752,1803,1699
2011,6037,2242,490,1257,709
2011,6041,1368,378,996,512
2011,6042,80,412,1583,33
2011,6043,207,355,833,76
2011,6044,1476,554,991,381
2011,6050,14916,797,2467,3616
2011,6051,12353,793,1782,2485
2011,6052,10443,738,2083,2314
2011,6053,13525,717,1888,3120
2011,6054,19765,621,1491,5050
2011,6055,12054,680,1797,2889
2011,6056,37073,610,1530,8940
2011,6057,16115,710,1750,3347
2011,6058,11811,646,1557,2800
2011,6059,22521,618,1699,6317
2011,6060,21885,712,1592,5378
2011,6061,33695,515,1181,9100
2011,6062,31117,583,1462,8584
2011,6063,13997,606,1489,2974
2011,6064,30439,520,1308,7970
2011,6065,52076,732,1908,9739
2011,6066,18952,616,1640,3956
2011,6067,132,270,350,51
2011,6068,3,0,0,0
2011,6069,25374,785,1890,4217
2011,6070,3524,743,2210,817
2011,6071,3520,660,1927,790
2011,6072,831,678,1904,200
2011,6073,3016,577,1726,847
2011,6074,943,613,1764,231
2011,6076,21504,652,1902,5868
2011,6077,1528,586,1530,436
2011,6078,863,635,1937,180
2011,6079,4,900,0,0
2011,6081,4718,706,1984,950
2011,6082,3156,653,1698,699
2011,6083,3464,676,1978,747
2011,6084,6389,649,1714,1344
2011,6090,13,1066,0,3
2011,6100,13609,801,1944,2714
2011,6101,14990,706,1828,3412
2011,6102,13833,396,1204,4807
2011,6103,8402,696,1722,1952
2011,6104,13288,705,1700,3130
2011,6105,13518,596,1386,3691
2011,6106,16,875,1125,3
2011,6107,36882,597,1483,8837
2011,6108,22965,616,1589,5459
2011,6109,10637,543,1266,2875
2011,6110,34862,618,1514,7951
2011,6111,22060,604,1529,5412
2011,6112,40250,630,1533,9055
2011,6121,2728,681,1935,524
2011,6122,9381,714,1811,1809
2011,6123,1429,567,1517,305
2011,6124,1082,631,1715,260
2011,6125,2679,574,1503,636
2011,6126,502,464,1452,319
2011,6147,14806,588,1431,3736
2011,6148,17415,629,1817,4880
2011,6149,18638,690,2230,4517
2011,6150,13264,559,2182,3925
2011,6151,16436,910,2528,3684
2011,6152,24370,699,2075,6567
2011,6153,19033,816,2418,5142
2011,6154,9664,682,2027,2823
2011,6155,48060,706,2049,10338
2011,6156,16020,694,2047,4222
2011,6157,12958,773,2051,3279
2011,6158,6930,858,2532,1649
2011,6159,2725,974,2491,708
2011,6160,7669,773,2148,1936
2011,6161,114,807,1687,8
2011,6162,10379,622,1781,2865
2011,6163,46259,576,1535,12761
2011,6164,47545,790,1989,7913
2011,6165,124,538,900,24
2011,6166,8200,636,1831,2033
2011,6167,22503,582,1387,5925
2011,6168,23469,519,1260,7529
2011,6169,34328,569,1494,9061
2011,6170,6600,701,1690,1186
2011,6171,15883,837,2052,2566
2011,6172,14105,653,1748,2702
2011,6173,10429,827,2209,1596
2011,6174,2176,627,1788,446
2011,6175,3010,683,1871,546
2011,6176,711,604,1904,168
2011,6180,3464,672,1795,687
2011,6181,494,726,1937,87
2011,6182,0,0,0,0
2011,6207,1084,567,1660,228
2011,6208,9618,475,1245,3193
2011,6209,1832,443,1268,625
2011,6210,60893,485,1209,20656
2011,6211,5550,525,1367,1649
2011,6213,700,566,1643,169
2011,6214,362,558,1107,82
2011,6215,3583,498,1418,1110
2011,6218,482,348,900,147
2011,6220,4696,480,1294,1390
2011,6221,438,573,1596,88
2011,6224,1218,507,1321,320
2011,6225,9128,558,1698,2532
2011,6226,620,867,2250,115
2011,6227,520,669,1806,88
2011,6229,513,637,1447,107
2011,6230,40639,605,1573,10151
2011,6232,9423,631,1713,2035
2011,6233,15778,669,1841,3307
2011,6236,1949,667,1656,382
2011,6237,2550,616,1586,581
2011,6239,4054,507,1320,1159
2011,6240,266,679,1562,61
2011,6244,1588,495,1176,447
2011,6251,435,438,1166,107
2011,6253,560,404,979,190
2011,6254,630,458,1077,207
2011,6255,3478,463,1109,1030
2011,6256,207,500,1266,54
2011,6258,6309,513,1174,1605
2011,6260,1542,494,1145,356
2011,6262,770,396,968,235
2011,6271,2848,545,1279,683
2011,6275,1262,459,982,394
2011,6280,23484,528,1264,6638
2011,6281,5551,666,1519,1248
2011,6282,1250,714,1720,259
2011,6284,1606,665,1450,256
2011,6285,7526,629,1394,1402
2011,6286,580,605,1489,138
2011,6288,405,536,1015,96
2011,6290,1648,446,920,708
2011,6302,3397,478,1155,1060
2011,6304,1567,404,907,577
2011,6306,935,457,1069,270
2011,6308,1600,477,1073,458
2011,6309,266,453,1069,77
2011,6311,604,490,964,143
2011,6312,4927,507,1226,1362
2011,6313,366,568,1361,82
2011,6315,1848,460,1125,566
2011,6316,419,568,991,87
2011,6317,4183,525,1160,1077
2011,6318,233,408,1343,86
2011,6320,906,478,1065,197
2011,6321,268,417,1014,79
2011,6322,459,393,821,115
2011,6323,985,407,836,316
2011,6324,3025,480,1119,849
2011,6326,507,470,1144,114
2011,6327,295,457,933,57
2011,6328,428,558,1224,97
2011,6330,32921,521,1270,9832
2011,6333,5194,470,1045,1640
2011,6335,837,615,1394,184
2011,6336,247,545,1053,41
2011,6337,480,710,1511,57
2011,6338,752,571,1153,142
2011,6341,275,595,1426,51
2011,6343,237,585,974,32
2011,6346,733,954,1343,99
2011,6348,1398,652,1635,324
2011,6350,198,463,772,69
2011,6352,407,530,1083,54
2011,6353,725,622,1443,116
2011,6355,855,608,1221,104
2011,6358,239,463,933,37
2011,6359,520,913,1233,50
2011,6365,612,515,1079,122
2011,6367,281,504,816,82
2011,6368,180,581,1018,22
2011,6369,628,535,1019,170
2011,6370,556,452,993,150
2011,6373,238,616,1292,28
2011,6375,828,525,1098,223
2011,6383,1043,487,1014,349
2011,6386,254,479,1104,51
2011,6390,2226,1210,2212,308
2011,6391,914,612,1307,151
2011,6392,490,579,981,107
2011,6393,381,393,788,65
2011,6394,408,526,943,85
2011,6395,1574,520,1162,416
2011,6396,354,618,1258,59
2011,6397,369,514,1192,146
2011,6398,566,415,833,174
2011,6401,7603,512,1268,2013
2011,6403,197,483,1062,41
2011,6405,265,580,1050,61
2011,6407,1042,507,1242,321
2011,6409,400,450,1037,96
2011,6410,1186,390,989,392
2011,6413,148,660,1319,29
2011,6415,2896,594,1440,737
2011,6418,721,507,1158,196
2011,6421,237,579,1213,44
2011,6423,277,766,1333,46
2011,6425,164,595,1125,25
2011,6426,1095,748,1576,190
2011,6429,1525,757,1397,308
2011,6430,23006,945,2431,3230
2011,6431,678,268,593,287
2011,6432,7734,788,1909,1257
2011,6434,148,284,718,80
2011,6436,180,459,787,51
2011,6437,1294,1769,2590,69
2011,6438,1216,1144,1734,235
2011,6440,1094,1503,768,152
2011,6442,2699,972,2534,416
2011,6443,1141,796,1528,232
2011,6445,160,450,850,20
2011,6447,492,693,1517,71
2011,6448,446,402,1087,146
2011,6450,12378,583,1417,2868
2011,6460,985,476,1031,265
2011,6461,370,426,907,119
2011,6462,305,606,1258,49
2011,6468,206,695,1571,44
2011,6472,187,589,1312,27
2011,6475,437,504,853,117
2011,6477,294,583,1339,58
2011,6479,490,548,1392,110
2011,6484,378,1885,974,24
2011,6485,522,436,868,169
2011,6488,347,515,1166,98
2011,6490,230,433,866,64
2011,6501,1018,611,1581,234
2011,6502,1063,455,1182,331
2011,6503,2044,543,1308,474
2011,6505,284,427,1031,64
2011,6507,401,672,1625,64
2011,6509,318,664,1408,44
2011,6510,2051,576,1405,482
2011,6511,461,439,927,184
2011,6513,190,592,1265,29
2011,6514,610,431,988,236
2011,6515,452,584,1161,84
2011,6516,1507,569,1293,446
2011,6517,430,605,1319,104
2011,6518,118,381,766,36
2011,6519,616,546,1125,137
2011,6521,333,579,1303,48
2011,6522,480,697,1390,97
2011,6525,3567,516,1283,1077
2011,6528,287,666,1408,55
2011,6530,31963,596,1468,7644
2011,6532,5788,627,1602,1399
2011,6535,1486,390,872,553
2011,6536,1497,464,1116,440
2011,6537,636,529,1187,191
2011,6556,1849,601,1650,425
2011,6558,2172,621,1399,1538
2011,6560,1281,534,1255,317
2011,6562,1147,512,1193,304
2011,6564,331,506,1265,96
2011,6566,3084,482,1216,983
2011,6567,366,445,1109,120
2011,6568,248,383,1093,52
2011,6569,332,571,1041,67
2011,6575,241,669,1160,32
2011,6603,1127,639,1383,250
2011,6606,304,663,1354,42
2011,6608,257,581,1312,39
2011,6609,566,712,1619,122
2011,6612,237,610,1538,38
2011,6620,184,514,1416,35
2011,6623,1612,869,1201,278
2011,6628,181,837,1489,23
2011,6630,533,648,991,119
2011,6635,518,1291,1325,69
2011,6638,643,572,900,191
2011,6639,105,485,2549,31
2011,6640,271,390,844,81
2011,6642,1377,920,1103,226
2011,6646,1159,1665,885,149
2011,6701,5788,594,1366,1251
2011,6705,251,319,749,57
2011,6707,2393,738,1731,451
2011,6710,2379,2000,1375,167
2011,6713,1265,1582,3228,118
2011,6714,18274,1614,2977,1382
2011,6716,651,1824,2874,51
2011,6718,813,574,1416,192
2011,6720,2550,1450,2772,429
2011,6721,5197,1669,3015,416
2011,6722,10543,1362,2908,1131
2011,6725,9857,698,1678,1942
2011,6726,5158,937,2041,773
2011,6728,6895,443,1105,2587
2011,6740,1753,385,1004,462
2011,6743,6346,866,1817,918
2011,6751,5460,1824,2859,385
2011,6753,9087,1915,2933,563
2011,6754,1509,1666,2982,116
2011,6758,177,270,728,71
2011,6760,511,287,792,146
2011,6762,1176,1758,666,118
2011,6765,1519,354,797,453
2011,6770,3264,313,770,1129
2011,6907,977,117,3041,562
2011,7000,13427,693,1832,3157
2011,7004,7168,651,1726,1965
2011,7005,12636,583,1884,4265
2011,7007,2919,707,1967,751
2011,7008,11825,616,1649,3238
2011,7009,12319,499,1152,3651
2011,7010,15828,453,1051,5447
2011,7011,14418,495,1126,4526
2011,7012,831,583,1300,212
2011,7015,9899,627,1600,3140
2011,7016,2679,406,890,1164
2011,7017,4730,635,1566,1039
2011,7018,20060,566,1363,6408
2011,7019,5493,446,972,1619
2011,7020,2453,705,1870,444
2011,7021,2282,656,1588,529
2011,7022,834,595,1255,222
2011,7023,328,416,1125,109
2011,7024,461,749,1690,109
2011,7025,1852,569,1544,495
2011,7026,845,498,1226,204
2011,7027,373,357,892,152
2011,7030,16810,456,1012,4867
2011,7050,11763,580,1436,3320
2011,7052,6728,632,1547,1771
2011,7053,3511,680,1841,948
2011,7054,7955,625,1567,1827
2011,7055,414,687,1375,86
2011,7109,7907,478,1130,2367
2011,7112,2813,390,903,1030
2011,7113,1103,420,1255,389
2011,7116,2360,406,962,854
2011,7117,763,411,945,309
2011,7120,2005,382,837,710
2011,7140,10663,413,1044,3566
2011,7150,2673,483,1195,823
2011,7155,984,540,1121,297
2011,7162,644,537,1283,206
2011,7163,239,491,1286,88
2011,7170,4683,701,1868,1009
2011,7171,3009,581,1269,781
2011,7172,3155,478,1143,993
2011,7173,6189,521,1192,1668
2011,7176,417,466,900,124
2011,7177,471,402,949,170
2011,7178,357,374,833,149
2011,7179,338,444,774,126
2011,7180,275,367,742,96
2011,7182,250,397,716,109
2011,7183,86,460,840,26
2011,7184,766,357,845,313
2011,7186,279,403,746,100
2011,7190,3008,401,871,1251
2011,7209,423,396,906,161
2011,7210,995,386,850,385
2011,7211,424,494,1192,115
2011,7212,1840,507,1231,562
2011,7213,301,334,778,106
2011,7214,650,334,805,304
2011,7215,3287,393,900,1239
2011,7216,3396,370,830,1484
2011,7248,15415,378,940,5239
2011,7249,12308,513,1234,3761
2011,7250,47234,539,1320,13485
2011,7252,2265,555,1419,620
2011,7253,5099,379,900,1933
2011,7254,494,397,1125,134
2011,7255,707,479,1034,192
2011,7256,1566,624,1365,388
2011,7257,67,296,733,21
2011,7258,941,686,1773,191
2011,7259,457,452,1050,133
2011,7260,3217,404,973,1020
2011,7261,207,355,833,88
2011,7262,1715,451,1015,596
2011,7263,741,367,790,231
2011,7264,680,339,719,272
2011,7265,274,374,827,85
2011,7267,882,560,1388,190
2011,7268,1065,499,1262,293
2011,7270,4094,385,922,1616
2011,7275,3050,468,1150,934
2011,7276,561,487,949,170
2011,7277,5259,552,1413,1381
2011,7290,2063,579,1382,453
2011,7291,870,529,1271,213
2011,7292,692,485,1219,207
2011,7300,3038,533,1324,796
2011,7301,4014,457,1095,1333
2011,7302,1779,457,1092,514
2011,7303,2339,425,998,726
2011,7304,5876,391,952,2057
2011,7305,1230,374,869,467
2011,7306,3953,394,960,1336
2011,7307,9250,481,1132,2985
2011,7310,27182,459,1066,8820
2011,7315,14271,444,1080,4786
2011,7316,6015,456,1150,1834
2011,7320,16722,456,1061,5186
2011,7321,4693,446,1151,1347
2011,7322,3974,423,1029,1355
2011,7325,8569,413,1080,2923
2011,7330,6754,521,1166,1652
2011,7331,481,519,1180,128
2011,7467,1975,412,1168,593
2011,7468,660,576,1375,164
2011,7469,934,429,1258,261
2011,7470,922,540,1452,250
2011,9191,17,1093,1375,0
2011,0800,4546,1014,2227,590
2011,0810,29722,850,1959,5178
2011,0812,19315,845,1969,3050
2011,0820,19051,1008,2314,3445
2011,0822,24109,284,789,7442
2011,0828,1694,655,1838,935
2011,0829,1137,985,1375,71
2011,0830,17978,863,1909,2636
2011,0832,9666,989,2138,998
2011,0835,5199,871,2102,812
2011,0836,7085,881,2108,977
2011,0837,527,717,1905,63
2011,0838,736,757,1625,131
2011,0840,554,385,836,223
2011,0841,693,654,1636,120
2011,0845,337,627,1343,70
2011,0846,237,426,1093,68
2011,0847,380,674,1525,89
2011,0850,7588,735,1724,1395
2011,0852,7974,295,783,2075
2011,0853,742,1135,2242,50
2011,0854,926,388,916,157
2011,0860,3061,634,1428,614
2011,0862,694,566,1100,151
2011,0870,25186,866,1971,3894
2011,0872,15484,271,610,5128
2011,0880,5952,759,2271,1104
2011,0885,986,1552,3048,69
2011,0886,1129,1135,2518,112
2011,2600,6897,1213,2973,1808
2011,2601,4792,278,2706,1822
2011,2602,28574,912,2361,6770
2011,2603,8622,1154,3035,2040
2011,2604,8650,1158,2617,1820
2011,2605,11328,1020,2655,3012
2011,2606,8169,914,2106,1922
2011,2607,13463,914,2352,3603
2011,2609,899,618,1386,218
2011,2611,23240,910,2262,5781
2011,2612,14664,957,2570,3018
2011,2614,19117,875,2175,5047
2011,2615,43702,860,2054,8838
2011,2617,29650,842,2213,6238
2011,2900,1485,986,2048,338
2011,2902,15449,880,2162,3313
2011,2903,9572,862,2152,1979
2011,2904,13032,948,2431,2647
2011,2905,29222,881,2146,4624
2011,2906,18136,925,2216,2701
2011,2911,573,1189,2259,55
2011,2912,7149,994,2256,942
2011,2913,25417,959,2271,4150
2011,2914,13827,1142,2543,1592
2011,6798,2072,1022,2122,924
2011,6799,552,486,1156,169
2011,9494,47734,375,0,17167
2011,9797,1269,1148,2750,239
2021,2000,27936,941,2367,15520
2021,2007,7410,772,2197,3957
2021,2008,10400,860,2453,5805
2021,2009,12658,1297,3035,7204
2021,2010,26443,1479,3709,17102
2021,2011,18187,1534,3565,11250
2021,2015,11422,1582,3514,7880
2021,2016,13072,1191,3263,7428
2021,2017,29003,1216,2684,16966
2021,2018,19878,973,2407,10450
2021,2019,13467,1161,2834,7271
2021,2020,21591,993,2394,12287
2021,2021,14946,1652,4589,9055
2021,2022,13509,1342,3460,7311
2021,2023,10590,1575,4509,5536
2021,2024,11380,1512,4259,6055
2021,2025,7189,1638,4557,3734
2021,2026,32693,1503,3685,19258
2021,2027,7810,1709,4558,4104
2021,2028,4709,1662,4250,2643
2021,2029,9911,1398,3510,5093
2021,2030,14434,1386,4557,6778
2021,2031,33830,1373,3361,19133
2021,2032,14643,793,2441,6915
2021,2033,11927,943,2744,6080
2021,2034,20249,1444,3660,11596
2021,2035,34602,1008,2750,16846
2021,2036,33767,927,2506,15522
2021,2037,16641,1163,3183,9072
2021,2038,9487,1442,3905,5403
2021,2039,8553,1652,4372,4964
2021,2040,22803,1368,3617,12468
2021,2041,15584,1592,4602,8397
2021,2042,18673,1297,3339,12016
2021,2043,9657,1704,3766,6805
2021,2044,8278,1234,3092,4893
2021,2045,6480,996,3494,3171
2021,2046,27288,1143,3051,13877
2021,2047,12011,1388,3506,6474
2021,2048,7619,1283,3373,4604
2021,2049,12258,1262,3225,7178
2021,2050,9381,1291,3384,6060
2021,2060,15135,1576,3700,9083
2021,2061,6158,1691,4008,3505
2021,2062,7088,1612,4078,4007
2021,2063,6493,1375,4650,2954
2021,2064,9417,1202,3052,4888
2021,2065,31698,1591,3693,19324
2021,2066,33844,1378,3560,18412
2021,2067,27078,944,2489,12907
2021,2068,17450,1233,4047,8535
2021,2069,14604,1205,3795,7049
2021,2070,14648,1164,3455,6872
2021,2071,13510,1071,3247,6198
2021,2072,8795,1075,2924,4353
2021,2073,17221,1188,3810,8496
2021,2074,23423,1084,3501,10874
2021,2075,21665,1070,3314,9854
2021,2076,25340,1015,3360,11759
2021,2077,42819,947,2426,21785
2021,2079,7816,1032,2805,4216
2021,2080,1766,961,2643,890
2021,2081,5394,975,2986,2876
2021,2082,5458,977,2804,2793
2021,2083,1665,908,2585,843
2021,2084,3759,1015,3184,1802
2021,2085,11452,932,3167,5450
2021,2086,14214,1040,3301,7178
2021,2087,13161,975,3328,6214
2021,2088,28329,1487,4502,14153
2021,2089,11491,1575,3667,6908
2021,2090,13533,1527,3815,7678
2021,2092,7384,1263,4620,3484
2021,2093,23555,1236,3658,12173
2021,2094,6141,1491,4187,3444
2021,2095,16296,1595,4266,9451
